# Phases 	 model 	 model1down 	 model1up 	 model2down 	 model2up 	 model3down 	 model3up
-0.5787578758 	 -11.1594801785 	 -13.5516792012 	 -8.4133659750 	 -15.8743410308 	 -4.7735949764 	 -17.3966839050 	 -1.6802790778
-0.5786378638 	 -11.1456297775 	 -13.5400255914 	 -8.3976416371 	 -15.8605041444 	 -4.7580304959 	 -17.3905482389 	 -1.6619103302
-0.5785178518 	 -11.1328548576 	 -13.5280320037 	 -8.3818555754 	 -15.8497660683 	 -4.7433494322 	 -17.3764041038 	 -1.6435466727
-0.5783978398 	 -11.1191906184 	 -13.5160308651 	 -8.3658985821 	 -15.8394036229 	 -4.7296674930 	 -17.3618423645 	 -1.6251880769
-0.5782778278 	 -11.1057155521 	 -13.5043498102 	 -8.3506033368 	 -15.8290325305 	 -4.7159860615 	 -17.3473832455 	 -1.6068345716
-0.5781578158 	 -11.0912333027 	 -13.4932533389 	 -8.3353056403 	 -15.8186528032 	 -4.7023051570 	 -17.3396680740 	 -1.5888599152
-0.5780378038 	 -11.0762952050 	 -13.4813716686 	 -8.3200054675 	 -15.8082644421 	 -4.6886247989 	 -17.3319444874 	 -1.5744736722
-0.5779177918 	 -11.0615756919 	 -13.4728451704 	 -8.3047028416 	 -15.7995965530 	 -4.6749449635 	 -17.3242124927 	 -1.5600909470
-0.5777977798 	 -11.0468499882 	 -13.4615927283 	 -8.2893977696 	 -15.7918493810 	 -4.6612656844 	 -17.3164720968 	 -1.5440826758
-0.5776777678 	 -11.0319357625 	 -13.4501855714 	 -8.2740902745 	 -15.7840970778 	 -4.6467975606 	 -17.3087232824 	 -1.5294127375
-0.5775577558 	 -11.0169167697 	 -13.4380035613 	 -8.2578964266 	 -15.7763396272 	 -4.6321559455 	 -17.3009660564 	 -1.5147463998
-0.5774377438 	 -11.0027716672 	 -13.4262987157 	 -8.2434679633 	 -15.7685770458 	 -4.6156154918 	 -17.2932004178 	 -1.5000836661
-0.5773177318 	 -10.9890068960 	 -13.4139432513 	 -8.2283851062 	 -15.7608093173 	 -4.5982527103 	 -17.2854263734 	 -1.4854245398
-0.5771977198 	 -10.9751640571 	 -13.4022435463 	 -8.2135080064 	 -15.7514418575 	 -4.5840225276 	 -17.2776439059 	 -1.4717495877
-0.5770777078 	 -10.9601941521 	 -13.3902060890 	 -8.2012600597 	 -15.7406298675 	 -4.5697930285 	 -17.2698530224 	 -1.4595101803
-0.5769576958 	 -10.9453510338 	 -13.3773112949 	 -8.1875494148 	 -15.7298093532 	 -4.5555642038 	 -17.2620537297 	 -1.4451556090
-0.5768376838 	 -10.9298543533 	 -13.3643841162 	 -8.1760911695 	 -15.7189803163 	 -4.5380881576 	 -17.2542460105 	 -1.4308045584
-0.5767176718 	 -10.9146949372 	 -13.3529366776 	 -8.1601282982 	 -15.7081427582 	 -4.5197253328 	 -17.2464298718 	 -1.4164570471
-0.5765976598 	 -10.9006460000 	 -13.3414819301 	 -8.1455043171 	 -15.6972966803 	 -4.5013643169 	 -17.2386053124 	 -1.4021130938
-0.5764776478 	 -10.8853743242 	 -13.3299200341 	 -8.1304733070 	 -15.6864420841 	 -4.4832322238 	 -17.2307723394 	 -1.3877726720
-0.5763576358 	 -10.8714007859 	 -13.3185505203 	 -8.1136420744 	 -15.6755789712 	 -4.4683956571 	 -17.2229309353 	 -1.3734358005
-0.5762376238 	 -10.8570382363 	 -13.3070738641 	 -8.0983053331 	 -15.6647073430 	 -4.4535602279 	 -17.2150811072 	 -1.3591024976
-0.5761176118 	 -10.8426681965 	 -13.2936695393 	 -8.0855392855 	 -15.6538272011 	 -4.4391363423 	 -17.2072228620 	 -1.3447727372
-0.5759975998 	 -10.8289614288 	 -13.2815729186 	 -8.0721932393 	 -15.6424485620 	 -4.4247981324 	 -17.1993561822 	 -1.3304465527
-0.5758775878 	 -10.8149053738 	 -13.2707628640 	 -8.0582856438 	 -15.6293520127 	 -4.4104609874 	 -17.1914810750 	 -1.3161239178
-0.5757575758 	 -10.8009145957 	 -13.2608866739 	 -8.0445484385 	 -15.6161032838 	 -4.3961249114 	 -17.1835975392 	 -1.3018048511
-0.5756375638 	 -10.7861303068 	 -13.2472337812 	 -8.0272297950 	 -15.6001281095 	 -4.3817898933 	 -17.1757055818 	 -1.2869062792
-0.5755175518 	 -10.7716542478 	 -13.2335021862 	 -8.0144903596 	 -15.5928336113 	 -4.3674559673 	 -17.1678051853 	 -1.2691582862
-0.5753975398 	 -10.7578708014 	 -13.2209915611 	 -7.9994931566 	 -15.5855308426 	 -4.3531231223 	 -17.1598963568 	 -1.2514153040
-0.5752775278 	 -10.7435071043 	 -13.2101973772 	 -7.9840981830 	 -15.5707303210 	 -4.3387913624 	 -17.1519791033 	 -1.2367746629
-0.5751575158 	 -10.7305737567 	 -13.1967272617 	 -7.9698876868 	 -15.5600038173 	 -4.3244606917 	 -17.1440534073 	 -1.2221810641
-0.5750375038 	 -10.7167747941 	 -13.1857871047 	 -7.9566379308 	 -15.5469929701 	 -4.3101310991 	 -17.1361192759 	 -1.2075911213
-0.5749174917 	 -10.7021279117 	 -13.1737374432 	 -7.9435143715 	 -15.5351404546 	 -4.2958026186 	 -17.1281767079 	 -1.1930048533
-0.5747974797 	 -10.6877862433 	 -13.1622951847 	 -7.9273088135 	 -15.5263643356 	 -4.2809053041 	 -17.1202257105 	 -1.1784222631
-0.5746774677 	 -10.6738456559 	 -13.1505457302 	 -7.9132496190 	 -15.5182748411 	 -4.2649886784 	 -17.1122662659 	 -1.1638433542
-0.5745574557 	 -10.6613912880 	 -13.1392877937 	 -7.8988169061 	 -15.5068099291 	 -4.2490736257 	 -17.1042983813 	 -1.1492681297
-0.5744374437 	 -10.6475937725 	 -13.1263770035 	 -7.8845991150 	 -15.4966280536 	 -4.2330868707 	 -17.0963220640 	 -1.1346966083
-0.5743174317 	 -10.6332599129 	 -13.1152965706 	 -7.8715915851 	 -15.4879480128 	 -4.2167791937 	 -17.0883372961 	 -1.1201287627
-0.5741974197 	 -10.6194791882 	 -13.1047510768 	 -7.8563116478 	 -15.4785883124 	 -4.2013379343 	 -17.0803440848 	 -1.1055646114
-0.5740774077 	 -10.6064793190 	 -13.0931438541 	 -7.8424718081 	 -15.4624816504 	 -4.1854292188 	 -17.0693008390 	 -1.0910041577
-0.5739573957 	 -10.5913227940 	 -13.0812681990 	 -7.8277159528 	 -15.4546194627 	 -4.1695220989 	 -17.0617994677 	 -1.0764474048
-0.5738373837 	 -10.5775742950 	 -13.0683998872 	 -7.8133426949 	 -15.4454889218 	 -4.1536165623 	 -17.0498071454 	 -1.0618943712
-0.5737173717 	 -10.5646046032 	 -13.0558007976 	 -7.7987746529 	 -15.4344388345 	 -4.1377126468 	 -17.0370615191 	 -1.0473450298
-0.5735973597 	 -10.5496183791 	 -13.0439300272 	 -7.7842042956 	 -15.4248631245 	 -4.1218103403 	 -17.0243052244 	 -1.0327993989
-0.5734773477 	 -10.5342132488 	 -13.0314014286 	 -7.7691867769 	 -15.4168750062 	 -4.1059096472 	 -17.0115382367 	 -1.0182574818
-0.5733573357 	 -10.5210473774 	 -13.0187791209 	 -7.7546280495 	 -15.4088807981 	 -4.0900105554 	 -16.9987605847 	 -1.0037192817
-0.5732373237 	 -10.5073361415 	 -13.0042929791 	 -7.7404342950 	 -15.4003644923 	 -4.0741131025 	 -16.9859722570 	 -0.9891848019
-0.5731173117 	 -10.4934406604 	 -12.9919480061 	 -7.7254515747 	 -15.3905910015 	 -4.0595986084 	 -16.9731732424 	 -0.9746540607
-0.5729972997 	 -10.4797203083 	 -12.9796374820 	 -7.7084939394 	 -15.3827168133 	 -4.0451251979 	 -16.9603635695 	 -0.9601270309
-0.5728772877 	 -10.4656647659 	 -12.9675554564 	 -7.6920192007 	 -15.3748352878 	 -4.0306529295 	 -16.9475432137 	 -0.9456037311
-0.5727572757 	 -10.4525499690 	 -12.9555479512 	 -7.6774502201 	 -15.3669464080 	 -4.0161817929 	 -16.9347122038 	 -0.9310841643
-0.5726372637 	 -10.4388403178 	 -12.9426073291 	 -7.6631740059 	 -15.3572568290 	 -4.0017117774 	 -16.9218705283 	 -0.9165683337
-0.5725172517 	 -10.4246192757 	 -12.9284481316 	 -7.6499418758 	 -15.3467194376 	 -3.9872429178 	 -16.9090181760 	 -0.9020562577
-0.5723972397 	 -10.4109531028 	 -12.9175137102 	 -7.6327399286 	 -15.3361737991 	 -3.9721721662 	 -16.8961551757 	 -0.8875479091
-0.5722772277 	 -10.3968706394 	 -12.9033428582 	 -7.6191751486 	 -15.3262098305 	 -3.9552683092 	 -16.8835373155 	 -0.8730433064
-0.5721572157 	 -10.3824965708 	 -12.8917112216 	 -7.6056078884 	 -15.3159922343 	 -3.9420631446 	 -16.8711063990 	 -0.8585424526
-0.5720372037 	 -10.3678999546 	 -12.8800838810 	 -7.5911225239 	 -15.3064286627 	 -3.9296901174 	 -16.8586621766 	 -0.8440453508
-0.5719171917 	 -10.3542056362 	 -12.8687533582 	 -7.5773599335 	 -15.2973002425 	 -3.9155029038 	 -16.8462046359 	 -0.8295520044
-0.5717971797 	 -10.3409033421 	 -12.8562859034 	 -7.5648912690 	 -15.2881642988 	 -3.9010876853 	 -16.8337337644 	 -0.8150624315
-0.5716771677 	 -10.3268681317 	 -12.8441229048 	 -7.5507687976 	 -15.2790208318 	 -3.8884561829 	 -16.8212495889 	 -0.8005766049
-0.5715571557 	 -10.3129144625 	 -12.8310256693 	 -7.5361600357 	 -15.2673849372 	 -3.8758257906 	 -16.8087520971 	 -0.7860945431
-0.5714371437 	 -10.2987245082 	 -12.8170744734 	 -7.5215490709 	 -15.2522752972 	 -3.8606207863 	 -16.7962412764 	 -0.7716162491
-0.5713171317 	 -10.2840203356 	 -12.8049483277 	 -7.5069359092 	 -15.2408921474 	 -3.8434059879 	 -16.7837171537 	 -0.7571417261
-0.5711971197 	 -10.2693795363 	 -12.7952128921 	 -7.4923205569 	 -15.2302641016 	 -3.8296211912 	 -16.7711797167 	 -0.7426709922
-0.5710771077 	 -10.2539162378 	 -12.7814949881 	 -7.4774353393 	 -15.2207962574 	 -3.8139174826 	 -16.7614067633 	 -0.7282040204
-0.5709570957 	 -10.2405926010 	 -12.7685722948 	 -7.4625726113 	 -15.2089833082 	 -3.7992535427 	 -16.7526805221 	 -0.7137408288
-0.5708370837 	 -10.2257007254 	 -12.7572092452 	 -7.4471133166 	 -15.1983305628 	 -3.7848011178 	 -16.7431132848 	 -0.6992814207
-0.5707170717 	 -10.2139147092 	 -12.7479186817 	 -7.4323810442 	 -15.1876695977 	 -3.7694275563 	 -16.7342901713 	 -0.6848257990
-0.5705970597 	 -10.1999229546 	 -12.7362019336 	 -7.4184513006 	 -15.1770003917 	 -3.7539351300 	 -16.7254588623 	 -0.6703739669
-0.5704770477 	 -10.1851133347 	 -12.7216415318 	 -7.4045828039 	 -15.1663229572 	 -3.7384438881 	 -16.7166193664 	 -0.6559259426
-0.5703570357 	 -10.1708997251 	 -12.7078124984 	 -7.3893375501 	 -15.1562150080 	 -3.7229538377 	 -16.7077716924 	 -0.6414816989
-0.5702370237 	 -10.1566739239 	 -12.6943076028 	 -7.3751247233 	 -15.1464219421 	 -3.7074649861 	 -16.6989158213 	 -0.6270412541
-0.5701170117 	 -10.1417659094 	 -12.6834620838 	 -7.3584538246 	 -15.1366218347 	 -3.6919773403 	 -16.6900517617 	 -0.6126046111
-0.5699969997 	 -10.1277661622 	 -12.6708178381 	 -7.3429919202 	 -15.1268146863 	 -3.6756716345 	 -16.6811795224 	 -0.5981717731
-0.5698769877 	 -10.1134715506 	 -12.6572296421 	 -7.3284029907 	 -15.1170004977 	 -3.6569548059 	 -16.6722990844 	 -0.5837427581
-0.5697569757 	 -10.1002308209 	 -12.6443502518 	 -7.3136920900 	 -15.1071792697 	 -3.6412661229 	 -16.6634104655 	 -0.5693175392
-0.5696369637 	 -10.0861915980 	 -12.6319213279 	 -7.2987654128 	 -15.0979912482 	 -3.6255788272 	 -16.6524222770 	 -0.5548961343
-0.5695169517 	 -10.0726613646 	 -12.6194279841 	 -7.2832826077 	 -15.0905287978 	 -3.6083493786 	 -16.6399279591 	 -0.5404785466
-0.5693969397 	 -10.0583326631 	 -12.6068174882 	 -7.2689029925 	 -15.0830592857 	 -3.5907414143 	 -16.6281715598 	 -0.5260647790
-0.5692769277 	 -10.0446681867 	 -12.5946303227 	 -7.2539672509 	 -15.0752237272 	 -3.5731351171 	 -16.6193688592 	 -0.5116548347
-0.5691569157 	 -10.0310737797 	 -12.5820356255 	 -7.2397919104 	 -15.0621238745 	 -3.5555305340 	 -16.6105581759 	 -0.4972487317
-0.5690369037 	 -10.0171893174 	 -12.5692293341 	 -7.2262680466 	 -15.0491060175 	 -3.5379276568 	 -16.6017395186 	 -0.4828464428
-0.5689168917 	 -10.0015215359 	 -12.5577939945 	 -7.2120442024 	 -15.0404225967 	 -3.5205450970 	 -16.5914122320 	 -0.4684479862
-0.5687968797 	 -9.9874861433 	 -12.5460591230 	 -7.1983728099 	 -15.0317320641 	 -3.5079479004 	 -16.5791581960 	 -0.4540533649
-0.5686768677 	 -9.9727411566 	 -12.5343167673 	 -7.1836112333 	 -15.0184715529 	 -3.4953517003 	 -16.5668926971 	 -0.4396625819
-0.5685568557 	 -9.9589754860 	 -12.5225669184 	 -7.1664128429 	 -15.0085799707 	 -3.4805362288 	 -16.5581769899 	 -0.4252756552
-0.5684368437 	 -9.9452697059 	 -12.5093966900 	 -7.1512495681 	 -14.9993372286 	 -3.4626307884 	 -16.5501234181 	 -0.4108925576
-0.5683168317 	 -9.9315583236 	 -12.4951407798 	 -7.1372118554 	 -14.9914703514 	 -3.4446024698 	 -16.5420624383 	 -0.3965133074
-0.5681968197 	 -9.9175841896 	 -12.4830652615 	 -7.1234298832 	 -14.9835984540 	 -3.4263122379 	 -16.5339940666 	 -0.3821379073
-0.5680768077 	 -9.9026749078 	 -12.4716086064 	 -7.1098926202 	 -14.9741396515 	 -3.4080241907 	 -16.5259182853 	 -0.3677663605
-0.5679567957 	 -9.8874411584 	 -12.4583644306 	 -7.0949560425 	 -14.9623035864 	 -3.3922664221 	 -16.5178351106 	 -0.3533986698
-0.5678367837 	 -9.8735914982 	 -12.4486717656 	 -7.0795974157 	 -14.9535837256 	 -3.3777951061 	 -16.5097445249 	 -0.3390348533
-0.5677167717 	 -9.8584758421 	 -12.4363459011 	 -7.0642376823 	 -14.9440716520 	 -3.3633250765 	 -16.5016465442 	 -0.3246748838
-0.5675967597 	 -9.8436822532 	 -12.4214900194 	 -7.0523370231 	 -14.9366113910 	 -3.3488563385 	 -16.4935411594 	 -0.3103187794
-0.5674767477 	 -9.8290443562 	 -12.4104432332 	 -7.0359401218 	 -14.9304089549 	 -3.3343888971 	 -16.4854283611 	 -0.2959665430
-0.5673567357 	 -9.8128527680 	 -12.3993240192 	 -7.0198429434 	 -14.9187130713 	 -3.3199227574 	 -16.4773081657 	 -0.2816181775
-0.5672367237 	 -9.7974726505 	 -12.3891952874 	 -7.0057198021 	 -14.9037418611 	 -3.3054579242 	 -16.4685012240 	 -0.2672736858
-0.5671167117 	 -9.7834753227 	 -12.3772017829 	 -6.9920705910 	 -14.8893327476 	 -3.2909944028 	 -16.4595547640 	 -0.2529330859
-0.5669966997 	 -9.7682464412 	 -12.3621115819 	 -6.9772046122 	 -14.8793498151 	 -3.2765321980 	 -16.4506003026 	 -0.2397612069
-0.5668766877 	 -9.7540929741 	 -12.3508112808 	 -6.9619320669 	 -14.8706772662 	 -3.2620713150 	 -16.4416378486 	 -0.2286303338
-0.5667566757 	 -9.7391767741 	 -12.3393382714 	 -6.9463197167 	 -14.8601131110 	 -3.2486313881 	 -16.4326674107 	 -0.2175023056
-0.5666366637 	 -9.7246751361 	 -12.3274131337 	 -6.9329943530 	 -14.8488050797 	 -3.2338717011 	 -16.4227792070 	 -0.2063771353
-0.5665166517 	 -9.7085266539 	 -12.3141019113 	 -6.9159373473 	 -14.8366169168 	 -3.2186966313 	 -16.4117792921 	 -0.1952548013
-0.5663966397 	 -9.6945920775 	 -12.3019789088 	 -6.8986706318 	 -14.8266958812 	 -3.2042410852 	 -16.4007696507 	 -0.1841353281
-0.5662766277 	 -9.6810900136 	 -12.2884864672 	 -6.8823717313 	 -14.8181109666 	 -3.1897868859 	 -16.3897502830 	 -0.1730186942
-0.5661566157 	 -9.6668551670 	 -12.2750860069 	 -6.8679534318 	 -14.8079300780 	 -3.1753340383 	 -16.3787212010 	 -0.1619049242
-0.5660366037 	 -9.6534267034 	 -12.2610809071 	 -6.8514089288 	 -14.7960317013 	 -3.1608825474 	 -16.3676823820 	 -0.1507939963
-0.5659165917 	 -9.6372863386 	 -12.2484463429 	 -6.8345781740 	 -14.7835708812 	 -3.1464324182 	 -16.3566338378 	 -0.1396859238
-0.5657965797 	 -9.6213337661 	 -12.2355877145 	 -6.8193050696 	 -14.7715318387 	 -3.1319836557 	 -16.3455755687 	 -0.1261015607
-0.5656765677 	 -9.6068479559 	 -12.2228687923 	 -6.8041785597 	 -14.7620992039 	 -3.1175362647 	 -16.3345075751 	 -0.1120943603
-0.5655565557 	 -9.5925813246 	 -12.2104470642 	 -6.7904071597 	 -14.7507232016 	 -3.1017657074 	 -16.3234298574 	 -0.0980910245
-0.5654365437 	 -9.5773225428 	 -12.1966964432 	 -6.7744841069 	 -14.7369007136 	 -3.0886456176 	 -16.3123424274 	 -0.0840915271
-0.5653165317 	 -9.5624328599 	 -12.1846736860 	 -6.7594057857 	 -14.7263172509 	 -3.0735420884 	 -16.3012452625 	 -0.0700958857
-0.5651965197 	 -9.5486249875 	 -12.1700614527 	 -6.7444206624 	 -14.7137379643 	 -3.0581099919 	 -16.2901383744 	 -0.0560709704
-0.5650765077 	 -9.5352186753 	 -12.1572137367 	 -6.7293084618 	 -14.7000359830 	 -3.0426793972 	 -16.2790217637 	 -0.0411082480
-0.5649564956 	 -9.5215098540 	 -12.1442366285 	 -6.7133381034 	 -14.6885549553 	 -3.0272503112 	 -16.2678954306 	 -0.0261498849
-0.5648364836 	 -9.5069053613 	 -12.1303710328 	 -6.6980525601 	 -14.6795878223 	 -3.0118227408 	 -16.2567593755 	 -0.0111959172
-0.5647164716 	 -9.4922050984 	 -12.1184569337 	 -6.6836588007 	 -14.6706286652 	 -2.9963966930 	 -16.2456136105 	 0.0037536817
-0.5645964596 	 -9.4772981962 	 -12.1068908580 	 -6.6678191327 	 -14.6616626438 	 -2.9809721745 	 -16.2344581126 	 0.0186988758
-0.5644764476 	 -9.4621690805 	 -12.0932879297 	 -6.6541654568 	 -14.6526897490 	 -2.9655491923 	 -16.2232928939 	 0.0336396761
-0.5643564356 	 -9.4472859384 	 -12.0801503539 	 -6.6394537132 	 -14.6437099996 	 -2.9505484836 	 -16.2121179548 	 0.0485760934
-0.5642364236 	 -9.4319151770 	 -12.0674572166 	 -6.6252391465 	 -14.6347233770 	 -2.9364913214 	 -16.2009332956 	 0.0635080919
-0.5641164116 	 -9.4176147555 	 -12.0559061954 	 -6.6096172522 	 -14.6257299000 	 -2.9224353054 	 -16.1897389167 	 0.0784356980
-0.5639963996 	 -9.4028073868 	 -12.0425746237 	 -6.5950987166 	 -14.6167295593 	 -2.9081857467 	 -16.1807441826 	 0.0933588760
-0.5638763876 	 -9.3880701333 	 -12.0293367870 	 -6.5802342082 	 -14.6077223457 	 -2.8913865794 	 -16.1726948199 	 0.1086209527
-0.5637563756 	 -9.3735607209 	 -12.0168577737 	 -6.5650072465 	 -14.5987082781 	 -2.8776930734 	 -16.1651231187 	 0.1254594775
-0.5636363636 	 -9.3583586375 	 -12.0045150871 	 -6.5506737553 	 -14.5896873377 	 -2.8641131285 	 -16.1578994888 	 0.1422931218
-0.5635163516 	 -9.3435974741 	 -11.9927695953 	 -6.5369657177 	 -14.5806595436 	 -2.8480599126 	 -16.1520901145 	 0.1591219162
-0.5633963396 	 -9.3287472665 	 -11.9784176224 	 -6.5217612112 	 -14.5716248769 	 -2.8283981478 	 -16.1462740950 	 0.1759458386
-0.5632763276 	 -9.3134822130 	 -11.9667132987 	 -6.5058394925 	 -14.5625833567 	 -2.8114053730 	 -16.1368811469 	 0.1927648845
-0.5631563156 	 -9.2998395780 	 -11.9550031670 	 -6.4899161665 	 -14.5517612991 	 -2.7959997577 	 -16.1281502706 	 0.2095790319
-0.5630363036 	 -9.2849758256 	 -11.9433799302 	 -6.4760757276 	 -14.5373678189 	 -2.7824535859 	 -16.1207346333 	 0.2263883113
-0.5629162916 	 -9.2697921929 	 -11.9315654898 	 -6.4619804906 	 -14.5284775008 	 -2.7678261053 	 -16.1133119801 	 0.2431927008
-0.5627962796 	 -9.2545090130 	 -11.9198379497 	 -6.4449844572 	 -14.5195798576 	 -2.7515765397 	 -16.1058822944 	 0.2599921784
-0.5626762676 	 -9.2388263197 	 -11.9081046120 	 -6.4296331227 	 -14.5106748798 	 -2.7353289236 	 -16.0984455906 	 0.2749178921
-0.5625562556 	 -9.2240381227 	 -11.8963654671 	 -6.4152280128 	 -14.5017625673 	 -2.7190832465 	 -16.0910018519 	 0.2891090549
-0.5624362436 	 -9.2105681717 	 -11.8839369290 	 -6.3989226242 	 -14.4928429201 	 -2.7028394978 	 -16.0835510928 	 0.3032962455
-0.5623162316 	 -9.1961109035 	 -11.8702548976 	 -6.3838394237 	 -14.4839159381 	 -2.6865977178 	 -16.0760932967 	 0.3174794464
-0.5621962196 	 -9.1815580288 	 -11.8594410012 	 -6.3695921016 	 -14.4749816210 	 -2.6706690919 	 -16.0686284779 	 0.3316586549
-0.5620762076 	 -9.1677665933 	 -11.8457422890 	 -6.3553725630 	 -14.4660399687 	 -2.6564668306 	 -16.0611566198 	 0.3458338683
-0.5619561956 	 -9.1522934576 	 -11.8329821635 	 -6.3416330778 	 -14.4553980825 	 -2.6422660838 	 -16.0536777368 	 0.3600050839
-0.5618361836 	 -9.1375906900 	 -11.8204530921 	 -6.3278923884 	 -14.4434510001 	 -2.6280668562 	 -16.0461918121 	 0.3741722841
-0.5617161716 	 -9.1227880151 	 -11.8070286552 	 -6.3128232057 	 -14.4331598190 	 -2.6138691374 	 -16.0386988602 	 0.3883354959
-0.5615961596 	 -9.1085866094 	 -11.7937372367 	 -6.2970948895 	 -14.4228616492 	 -2.5996729616 	 -16.0311988645 	 0.4024947018
-0.5614761476 	 -9.0935115913 	 -11.7805006802 	 -6.2807686644 	 -14.4125564917 	 -2.5854783185 	 -16.0236918393 	 0.4166498990
-0.5613561356 	 -9.0786047849 	 -11.7661789143 	 -6.2644414116 	 -14.4022443470 	 -2.5712851978 	 -16.0161777678 	 0.4308010850
-0.5612361236 	 -9.0649080523 	 -11.7540005093 	 -6.2483312334 	 -14.3901071109 	 -2.5570936336 	 -16.0086566568 	 0.4449482423
-0.5611161116 	 -9.0515331904 	 -11.7423791640 	 -6.2317369101 	 -14.3774942972 	 -2.5429036156 	 -16.0011285130 	 0.4590913977
-0.5609960996 	 -9.0374581007 	 -11.7296976478 	 -6.2146385630 	 -14.3648722856 	 -2.5286135032 	 -15.9923835421 	 0.4732305338
-0.5608760876 	 -9.0228130091 	 -11.7159527146 	 -6.2004508660 	 -14.3537585454 	 -2.5131082475 	 -15.9828873806 	 0.4873656479
-0.5607560756 	 -9.0097513112 	 -11.7038861356 	 -6.1859637133 	 -14.3447468413 	 -2.4976049507 	 -15.9733829998 	 0.5014967374
-0.5606360636 	 -8.9950702023 	 -11.6918845233 	 -6.1721882259 	 -14.3349288634 	 -2.4821036009 	 -15.9616350165 	 0.5156237996
-0.5605160516 	 -8.9806101125 	 -11.6798535653 	 -6.1560978645 	 -14.3229485766 	 -2.4666042022 	 -15.9492973710 	 0.5297468171
-0.5603960396 	 -8.9654625318 	 -11.6675035148 	 -6.1440396545 	 -14.3131591360 	 -2.4511067588 	 -15.9369476327 	 0.5438658168
-0.5602760276 	 -8.9501490135 	 -11.6534539803 	 -6.1308458719 	 -14.3029177894 	 -2.4356112749 	 -15.9275824314 	 0.5579807814
-0.5601560156 	 -8.9338293949 	 -11.6400439071 	 -6.1170598148 	 -14.2954377514 	 -2.4201177547 	 -15.9192907799 	 0.5720917081
-0.5600360036 	 -8.9180861537 	 -11.6288194176 	 -6.1032711338 	 -14.2844844102 	 -2.4046261862 	 -15.9109912855 	 0.5861985943
-0.5599159916 	 -8.9024592135 	 -11.6136940186 	 -6.0895218254 	 -14.2719988401 	 -2.3891366059 	 -15.9026839645 	 0.6003014227
-0.5597959796 	 -8.8865966229 	 -11.5993552340 	 -6.0727548665 	 -14.2613692155 	 -2.3736490018 	 -15.8943687982 	 0.6144002201
-0.5596759676 	 -8.8711196758 	 -11.5846769183 	 -6.0563627278 	 -14.2498574432 	 -2.3581633781 	 -15.8860458030 	 0.6284949692
-0.5595559556 	 -8.8548260692 	 -11.5705566746 	 -6.0409873280 	 -14.2370557143 	 -2.3452065479 	 -15.8777149603 	 0.6425856674
-0.5594359436 	 -8.8404290662 	 -11.5567170926 	 -6.0270075091 	 -14.2240596769 	 -2.3325834774 	 -15.8682914709 	 0.6566723120
-0.5593159316 	 -8.8255862333 	 -11.5427584440 	 -6.0130254881 	 -14.2123257831 	 -2.3186710387 	 -15.8586882908 	 0.6707549005
-0.5591959196 	 -8.8114352484 	 -11.5282134442 	 -5.9990412865 	 -14.1997957554 	 -2.3012128847 	 -15.8490768850 	 0.6890150852
-0.5590759076 	 -8.7956124604 	 -11.5151583443 	 -5.9856769800 	 -14.1872559942 	 -2.2837570192 	 -15.8394572331 	 0.7099517512
-0.5589558956 	 -8.7812818870 	 -11.5012921287 	 -5.9710662953 	 -14.1749233993 	 -2.2685848242 	 -15.8298293546 	 0.7308802901
-0.5588358836 	 -8.7674261938 	 -11.4874192518 	 -5.9564251383 	 -14.1648192420 	 -2.2542633445 	 -15.8201932288 	 0.7518006841
-0.5587158716 	 -8.7523921637 	 -11.4744467678 	 -5.9406333078 	 -14.1547054741 	 -2.2399435623 	 -15.8105488655 	 0.7727129151
-0.5585958596 	 -8.7360336883 	 -11.4634802239 	 -5.9264005164 	 -14.1445820955 	 -2.2256254821 	 -15.8008962742 	 0.7914474175
-0.5584758476 	 -8.7209060790 	 -11.4502097909 	 -5.9125063082 	 -14.1344491059 	 -2.2113091231 	 -15.7912354342 	 0.8045784505
