# Time 	 GP Component 	 Full model (GP + Keplerian) 	 model1down 	 model1up 	 model2down 	 model2up 	 model3down 	 model3up
2459126.2317493679 	 0.0000000000 	 23.6538451323 	 21.6872568743 	 25.7919656286 	 19.6444197110 	 28.3049966427 	 18.2411526177 	 30.0324644780
2459126.4369545733 	 0.0000000000 	 21.9250424054 	 19.9060589590 	 24.0092566339 	 17.8478778289 	 26.3169468996 	 16.5111421437 	 27.9362088496
2459126.6421597786 	 0.0000000000 	 17.0989243320 	 14.8651134005 	 19.3351612999 	 12.3593325634 	 21.7691647239 	 10.7075250319 	 23.4502495319
2459126.8473649835 	 0.0000000000 	 9.7906969595 	 7.0633811438 	 12.4809240897 	 3.9536539953 	 15.3111987745 	 1.8653274045 	 17.3770855042
2459127.0525701889 	 0.0000000000 	 1.1736710382 	 -1.9119206199 	 4.1648578695 	 -5.2097195521 	 7.4796426084 	 -7.6235507807 	 9.7267847157
2459127.2577753942 	 0.0000000000 	 -7.3829235421 	 -10.4177184134 	 -4.4743606974 	 -13.4399110906 	 -1.2895274406 	 -15.6920595117 	 1.1074259666
2459127.4629805991 	 0.0000000000 	 -14.6512183441 	 -17.1796079061 	 -12.1557595112 	 -19.8558589391 	 -9.6177288086 	 -21.8252865582 	 -7.3946118441
2459127.6681858045 	 0.0000000000 	 -19.7219702259 	 -21.7579130234 	 -17.7797348314 	 -24.0904310978 	 -15.7629040832 	 -25.6966300113 	 -14.1295188965
2459127.8733910099 	 0.0000000000 	 -22.2384956236 	 -24.0592921980 	 -20.5394292444 	 -26.2260496714 	 -18.7092121517 	 -27.8053620452 	 -17.4288785486
2459128.0785962148 	 0.0000000000 	 -22.2088200010 	 -24.0725789945 	 -20.3282639178 	 -26.1337301888 	 -18.3532833347 	 -27.5528457184 	 -17.0557347277
2459128.2838014201 	 0.0000000000 	 -19.7473771381 	 -21.7887157962 	 -17.6709214041 	 -23.9813403615 	 -15.4718599142 	 -25.5926758947 	 -13.9302717435
2459128.4890066255 	 0.0000000000 	 -15.3132935673 	 -17.4345346295 	 -13.1233655455 	 -19.7868735159 	 -10.6882993091 	 -21.3792915259 	 -9.0704734547
2459128.6942118304 	 0.0000000000 	 -9.3695717933 	 -11.5234701575 	 -7.1896868015 	 -13.8061553584 	 -4.6875830557 	 -15.5698255666 	 -2.9701275251
2459128.8994170357 	 0.0000000000 	 -2.4448715076 	 -4.5479964975 	 -0.2921716163 	 -6.7397105147 	 2.0478693807 	 -8.3855465503 	 3.5958726428
2459129.1046222411 	 0.0000000000 	 4.8633490361 	 2.8200664971 	 6.9193699347 	 0.6318090602 	 9.0956056991 	 -1.0782965541 	 10.7456491838
2459129.3098274460 	 0.0000000000 	 11.8652471321 	 9.8720144769 	 13.8788155805 	 7.7237513357 	 16.0525846105 	 6.1384441243 	 17.5919616023
2459129.5150326514 	 0.0000000000 	 17.8529556732 	 15.8267770455 	 19.8980022709 	 13.7150223079 	 22.0776708411 	 12.3804062947 	 23.6887067989
2459129.7202378567 	 0.0000000000 	 22.0370431699 	 20.0167859384 	 24.1200585503 	 17.8494006927 	 26.5771052614 	 16.4617406409 	 28.2359652523
2459129.9254430616 	 0.0000000000 	 23.6569289194 	 21.6873757733 	 25.7713350142 	 19.6347667128 	 28.3135880257 	 18.2781579095 	 30.0350705671
2459130.1306482670 	 0.0000000000 	 22.2682233451 	 20.3010250060 	 24.3900468779 	 18.2817878116 	 26.7226962387 	 16.9416129992 	 28.3724885043
2459130.3358534724 	 0.0000000000 	 17.8170199191 	 15.6301779125 	 19.9802053206 	 13.2045660982 	 22.3855010477 	 11.6540886375 	 24.0584524121
2459130.5410586772 	 0.0000000000 	 10.7373499792 	 8.0814130243 	 13.3496000854 	 5.0922942355 	 16.0920706836 	 3.0130535285 	 18.2139601919
2459130.7462638826 	 0.0000000000 	 2.2112696231 	 -0.8244500317 	 5.1626856032 	 -4.1277692946 	 8.4320089962 	 -6.4589821635 	 10.6670371315
2459130.9514690880 	 0.0000000000 	 -6.4260103482 	 -9.4889536187 	 -3.5087656505 	 -12.4942525643 	 -0.3109600069 	 -14.7978288199 	 2.0654233182
2459131.1566742929 	 0.0000000000 	 -13.8950891286 	 -16.4763468360 	 -11.3618157245 	 -19.1937019786 	 -8.7638582340 	 -21.1816161972 	 -6.5443242103
2459131.3618794982 	 0.0000000000 	 -19.2538652543 	 -21.3390038122 	 -17.2653588178 	 -23.7281556536 	 -15.1994171911 	 -25.3610428688 	 -13.5564013722
2459131.5670847036 	 0.0000000000 	 -22.0780490627 	 -23.9033126762 	 -20.3743295389 	 -26.0792941371 	 -18.5327615965 	 -27.6283552903 	 -17.2656925291
2459131.7722899085 	 0.0000000000 	 -22.3368447444 	 -24.1880293296 	 -20.4815448455 	 -26.2859628341 	 -18.5571387693 	 -27.7209082888 	 -17.2261553184
2459131.9774951139 	 0.0000000000 	 -20.1461687811 	 -22.1617557311 	 -18.0931980083 	 -24.3573249168 	 -15.9147982591 	 -25.9673476145 	 -14.4042513029
2459132.1827003192 	 0.0000000000 	 -15.9241561153 	 -18.0323518213 	 -13.7429372522 	 -20.3698681046 	 -11.3456977111 	 -21.9628245512 	 -9.7274658256
2459132.3879055241 	 0.0000000000 	 -10.1302389019 	 -12.2519594335 	 -7.9476026770 	 -14.5611656484 	 -5.4468235842 	 -16.2060175553 	 -3.6887963381
2459132.5931107295 	 0.0000000000 	 -3.2882726517 	 -5.3863388777 	 -1.1429985729 	 -7.5766021418 	 1.1891531658 	 -9.2159596174 	 2.8021467535
2459132.7983159348 	 0.0000000000 	 4.0066325862 	 1.9760380604 	 6.0623890967 	 -0.2001834840 	 8.2217143477 	 -1.8748316767 	 9.8406474201
2459133.0035211397 	 0.0000000000 	 11.0759135608 	 9.1012705761 	 13.0733190339 	 6.9790841788 	 15.2342497882 	 5.3482500506 	 16.8181388419
2459133.2087263451 	 0.0000000000 	 17.2178645714 	 15.2095436207 	 19.2513372314 	 13.1180342268 	 21.4324050432 	 11.7472111298 	 23.0183395969
2459133.4139315505 	 0.0000000000 	 21.6651843016 	 19.6435015683 	 23.7515323295 	 17.5199996608 	 26.1824682884 	 16.0840750029 	 27.7843856550
2459133.6191367554 	 0.0000000000 	 23.6223483757 	 21.6278560991 	 25.7357180904 	 19.5660428217 	 28.2680312275 	 18.2017514564 	 30.0036829907
2459133.8243419607 	 0.0000000000 	 22.5810166930 	 20.6292729780 	 24.7286512580 	 18.6286636510 	 27.0683064298 	 17.3227215590 	 28.7847828833
2459134.0295471661 	 0.0000000000 	 18.5005687788 	 16.3615808912 	 20.6222732510 	 13.9983932042 	 22.9805423058 	 12.4991260325 	 24.6670561855
2459134.2347523710 	 0.0000000000 	 11.6843863299 	 9.1007484725 	 14.1956538184 	 6.2048836208 	 16.8847654101 	 4.2305246210 	 18.9086416494
2459134.4399575763 	 0.0000000000 	 3.2323937465 	 0.2650689681 	 6.1576515609 	 -3.0177720568 	 9.3484514769 	 -5.3235251193 	 11.5826866468
2459134.6451627817 	 0.0000000000 	 -5.4573194241 	 -8.5289027669 	 -2.5276130851 	 -11.5279789178 	 0.6649850996 	 -13.8247200602 	 2.9936695552
2459134.8503679866 	 0.0000000000 	 -13.1139898843 	 -15.7277536625 	 -10.5341826318 	 -18.5107040262 	 -7.8659217687 	 -20.5774090479 	 -5.6520700473
2459135.0555731920 	 0.0000000000 	 -18.7642302556 	 -20.8851046275 	 -16.7250873680 	 -23.2996411879 	 -14.5882543704 	 -24.9932636383 	 -12.8812669628
2459135.2607783973 	 0.0000000000 	 -21.8829364364 	 -23.7152089164 	 -20.1741965258 	 -25.9273062770 	 -18.3412920831 	 -27.4583236933 	 -17.0191895554
2459135.4659836022 	 0.0000000000 	 -22.4460683640 	 -24.2719431865 	 -20.6111493936 	 -26.3934311809 	 -18.7210230154 	 -27.7919950907 	 -17.4200960741
2459135.6711888076 	 0.0000000000 	 -20.5145792073 	 -22.5236857811 	 -18.5011657673 	 -24.6678465926 	 -16.3692029473 	 -26.2826791360 	 -14.8452766388
2459135.8763940129 	 0.0000000000 	 -16.5081945146 	 -18.6215185803 	 -14.3464091428 	 -20.9343006277 	 -12.0061615724 	 -22.4881667706 	 -10.3715890164
2459136.0815992178 	 0.0000000000 	 -10.8779745318 	 -12.9735360127 	 -8.7030790029 	 -15.3069482610 	 -6.2132679520 	 -16.9235907244 	 -4.4831024530
2459136.2868044232 	 0.0000000000 	 -4.1164007733 	 -6.2183008377 	 -1.9974756115 	 -8.3995458622 	 0.3460268543 	 -10.0511425373 	 2.0066197066
2459136.4920096286 	 0.0000000000 	 3.1358944893 	 1.1211946143 	 5.1979185362 	 -1.0281285427 	 7.3822671606 	 -2.6936370293 	 9.0083697047
2459136.6972148335 	 0.0000000000 	 10.2698159439 	 8.3110829818 	 12.2706050144 	 6.1806423697 	 14.4177471521 	 4.5809688080 	 15.9585062881
2459136.9024200388 	 0.0000000000 	 16.5571041361 	 14.5814752027 	 18.5931544602 	 12.4934836808 	 20.7695066949 	 11.1559642053 	 22.2939876111
2459137.1076252442 	 0.0000000000 	 21.2651827161 	 19.2365151461 	 23.3212417054 	 17.1233346951 	 25.7165785250 	 15.6811685027 	 27.3474539776
2459137.3128304491 	 0.0000000000 	 23.5410085611 	 21.5576278954 	 25.6512319909 	 19.4843958994 	 28.1628267009 	 18.1268508909 	 29.9111567832
2459137.5180356544 	 0.0000000000 	 22.8724240599 	 20.9270532326 	 25.0299465378 	 18.9315549303 	 27.4232642372 	 17.6139148130 	 29.1299691164
2459137.7232408598 	 0.0000000000 	 19.1419566230 	 17.0223479101 	 21.2406610997 	 14.7628921993 	 23.5568145272 	 13.3339197917 	 25.2382009859
2459137.9284460647 	 0.0000000000 	 12.5937966335 	 10.0821644136 	 15.0426553152 	 7.2888088349 	 17.6693660347 	 5.4031511738 	 19.6158241686
2459138.1336512701 	 0.0000000000 	 4.2836602216 	 1.3556857800 	 7.1169767053 	 -1.8729197307 	 10.2409341058 	 -4.1507007039 	 12.4682923349
2459138.3388564754 	 0.0000000000 	 -4.4643134679 	 -7.5164063578 	 -1.5372941968 	 -10.5807910482 	 1.6398887799 	 -12.9318214353 	 3.9079117685
2459138.5440616803 	 0.0000000000 	 -12.3004659190 	 -14.9831566302 	 -9.6807408991 	 -17.7520264622 	 -6.9920018744 	 -19.8188237232 	 -4.7952343115
2459138.7492668857 	 0.0000000000 	 -18.2306265236 	 -20.3917462180 	 -16.1366779383 	 -22.8439571270 	 -13.9766196767 	 -24.5432522214 	 -12.1971201506
2459138.9544720910 	 0.0000000000 	 -21.6457386685 	 -23.5031670513 	 -19.9334033435 	 -25.7417827775 	 -18.0923171698 	 -27.1514888189 	 -16.7017074364
2459139.1596772959 	 0.0000000000 	 -22.5005676800 	 -24.3218943149 	 -20.7001423510 	 -26.4278879164 	 -18.8464554773 	 -27.8574119026 	 -17.5253363420
2459139.3648825013 	 0.0000000000 	 -20.8628009206 	 -22.8464205353 	 -18.8648988872 	 -24.9412647647 	 -16.7634961281 	 -26.5650231140 	 -15.2526724856
2459139.5700877062 	 0.0000000000 	 -17.0682890080 	 -19.1652038841 	 -14.9188519446 	 -21.4613148535 	 -12.6016363556 	 -22.9918490690 	 -10.9754186384
2459139.7752929116 	 0.0000000000 	 -11.6116773447 	 -13.6968947272 	 -9.4431538324 	 -16.0233445938 	 -6.9565260586 	 -17.6493782019 	 -5.3028636858
2459139.9804981169 	 0.0000000000 	 -4.9525848600 	 -7.0366644784 	 -2.8331926377 	 -9.2493722344 	 -0.4860755815 	 -10.9015514950 	 1.2045750022
2459140.1857033218 	 0.0000000000 	 2.2770157508 	 0.2582496128 	 4.3384109700 	 -1.8928175196 	 6.5013882322 	 -3.5683221645 	 8.1617289798
2459140.3909085272 	 0.0000000000 	 9.4611636431 	 7.5099233936 	 11.4599639122 	 5.4223543871 	 13.5636177723 	 3.8049749328 	 15.0417565406
2459140.5961137326 	 0.0000000000 	 15.8872092634 	 13.9263624898 	 17.9005939289 	 11.8369495963 	 20.0478496054 	 10.5277629658 	 21.5464737116
2459140.8013189374 	 0.0000000000 	 20.8280231311 	 18.8000790030 	 22.8776136059 	 16.7040317577 	 25.2214278909 	 15.2956440179 	 26.7701631677
2459141.0065241428 	 0.0000000000 	 23.4158943598 	 21.4360866248 	 25.5347551149 	 19.3495957928 	 28.0423028970 	 17.9916224664 	 29.7029573991
2459141.2117293482 	 0.0000000000 	 23.1179022785 	 21.1744864031 	 25.2708660678 	 19.1721483323 	 27.6915169313 	 17.8417669307 	 29.5171321336
2459141.4169345531 	 0.0000000000 	 19.7328647975 	 17.6488718340 	 21.8211118343 	 15.4842539467 	 24.1175166221 	 14.1227137012 	 25.7814462797
2459141.6221397584 	 0.0000000000 	 13.4701876461 	 11.0476726305 	 15.8522996760 	 8.3345481330 	 18.4421123359 	 6.5968434466 	 20.3461416295
2459141.8273449638 	 0.0000000000 	 5.3069576786 	 2.4497848407 	 8.0794049818 	 -0.7374179885 	 11.1166934369 	 -2.9729952123 	 13.2857495586
2459142.0325501687 	 0.0000000000 	 -3.4561883067 	 -6.5060501506 	 -0.5436825643 	 -9.6018536321 	 2.6114079755 	 -11.9382127085 	 4.8796462347
2459142.2377553741 	 0.0000000000 	 -11.4628144089 	 -14.1926895829 	 -8.8029738595 	 -17.0164955880 	 -6.0531745754 	 -19.1017173090 	 -3.8826237798
2459142.4429605794 	 0.0000000000 	 -17.6642136362 	 -19.8620366702 	 -15.5146633486 	 -22.3566017654 	 -13.3264158927 	 -24.1058900512 	 -11.5162593664
2459142.6481657843 	 0.0000000000 	 -21.3791119309 	 -23.2819280607 	 -19.6581093289 	 -25.5126076618 	 -17.7875491394 	 -26.9780968269 	 -16.4455981457
2459142.8533709897 	 0.0000000000 	 -22.5280814534 	 -24.3516800512 	 -20.7668875069 	 -26.4483911030 	 -18.9039353336 	 -27.8926183860 	 -17.6169770762
2459143.0585761950 	 0.0000000000 	 -21.1864044374 	 -23.1324854149 	 -19.2014203646 	 -25.2083412276 	 -17.1259728362 	 -26.7829803407 	 -15.7026226117
2459143.2637813999 	 0.0000000000 	 -17.6172649029 	 -19.6916201129 	 -15.4820483602 	 -21.9573935368 	 -13.1928862315 	 -23.4867747068 	 -11.5796622699
2459143.4689866053 	 0.0000000000 	 -12.3194417193 	 -14.3995396465 	 -10.1572433341 	 -16.7376785023 	 -7.7077308503 	 -18.3160969006 	 -6.0498591649
2459143.6741918107 	 0.0000000000 	 -5.7716933050 	 -7.8600802727 	 -3.6541855221 	 -10.0688422400 	 -1.2908752894 	 -11.7410743980 	 0.4318037717
2459143.8793970156 	 0.0000000000 	 1.4200501415 	 -0.6026486529 	 3.4865376447 	 -2.7139437544 	 5.6792568845 	 -4.3595352340 	 7.3089627412
2459144.0846022209 	 0.0000000000 	 8.6456928553 	 6.6992200084 	 10.6228996711 	 4.6063675279 	 12.7338289347 	 3.0263522536 	 14.1994827668
2459144.2898074263 	 0.0000000000 	 15.1982769242 	 13.2675875419 	 17.1864135897 	 11.1684070691 	 19.3405569018 	 9.8368331063 	 20.8047012412
2459144.4950126312 	 0.0000000000 	 20.3529736431 	 18.3379587489 	 22.3880142141 	 16.2698654260 	 24.6511001986 	 14.8352130967 	 26.2183581783
2459144.7002178365 	 0.0000000000 	 23.2566728225 	 21.2712851474 	 25.3646145196 	 19.1814213987 	 27.8675327431 	 17.7880257748 	 29.5622735983
2459144.9054230419 	 0.0000000000 	 23.3118632433 	 21.3739909509 	 25.4733941439 	 19.3527564398 	 27.9222485964 	 17.9879740449 	 29.7779287312
2459145.1106282468 	 0.0000000000 	 20.2976018828 	 18.2385136665 	 22.3560108660 	 16.1420351029 	 24.6920829818 	 14.7355744174 	 26.3611364908
2459145.3158334522 	 0.0000000000 	 14.3334535242 	 11.9853325399 	 16.6416125059 	 9.3630013520 	 19.1975758546 	 7.6533417544 	 21.0074059876
2459145.5210386575 	 0.0000000000 	 6.3208513145 	 3.5538810025 	 9.0446474239 	 0.3882518051 	 12.0051912854 	 -1.7489116003 	 14.0944677367
2459145.7262438624 	 0.0000000000 	 -2.4334637727 	 -5.4661566823 	 0.4561001101 	 -8.5457293377 	 3.6011184370 	 -10.8182683440 	 5.7928050779
2459145.9314490678 	 0.0000000000 	 -10.6006792751 	 -13.3821545637 	 -7.9138622052 	 -16.2132206841 	 -5.1170745195 	 -18.3050101137 	 -2.9491179997
2459146.1366542731 	 0.0000000000 	 -17.0580519297 	 -19.3179806312 	 -14.8430167768 	 -21.8727086734 	 -12.6393988849 	 -23.6169873189 	 -10.7644916313
2459146.3418594780 	 0.0000000000 	 -21.0744715829 	 -22.9964034516 	 -19.3269254512 	 -25.3132800437 	 -17.4386837658 	 -26.7436881950 	 -16.0850182719
2459146.5470646834 	 0.0000000000 	 -22.5341357141 	 -24.3485153813 	 -20.7852832957 	 -26.4552631801 	 -18.9586281227 	 -27.8984232768 	 -17.6448978414
2459146.7522698888 	 0.0000000000 	 -21.4638082567 	 -23.3771612938 	 -19.5112346551 	 -25.4692983919 	 -17.4718912045 	 -27.0055051215 	 -16.0842156596
2459146.9574750937 	 0.0000000000 	 -18.1419620108 	 -20.1873554940 	 -16.0136262959 	 -22.4016003024 	 -13.7651868730 	 -23.9781408379 	 -12.1787194088
2459147.1626802990 	 0.0000000000 	 -13.0184476577 	 -15.0998727877 	 -10.8659680461 	 -17.4006263193 	 -8.4302813906 	 -19.0329011814 	 -6.7692790630
2459147.3678855044 	 0.0000000000 	 -6.5842794516 	 -8.6718609093 	 -4.4848750457 	 -10.8676699237 	 -2.0938065307 	 -12.5611255529 	 -0.3849607262
2459147.5730907093 	 0.0000000000 	 0.5590770306 	 -1.4601988868 	 2.6196811306 	 -3.5533311030 	 4.8268365166 	 -5.1457104107 	 6.4491280491
2459147.7782959146 	 0.0000000000 	 7.8241243872 	 5.8712068972 	 9.7881950290 	 3.7848078926 	 11.8918780723 	 2.2026707932 	 13.3880155307
2459147.9835011200 	 0.0000000000 	 14.4919416749 	 12.5722293048 	 16.4633899435 	 10.4836361132 	 18.5777522965 	 9.1069307550 	 20.0817178762
2459148.1887063249 	 0.0000000000 	 19.8450224859 	 17.8567640548 	 21.8695895015 	 15.8098515275 	 24.0650391307 	 14.4253381759 	 25.6676979070
2459148.3939115303 	 0.0000000000 	 23.0583072253 	 21.0722371931 	 25.1583217633 	 18.9812557480 	 27.6276682510 	 17.5736373948 	 29.4149613638
2459148.5991167356 	 0.0000000000 	 23.4674895254 	 21.5275997735 	 25.6261807664 	 19.5076059289 	 28.0987179975 	 18.0744465128 	 29.9556639327
2459148.8043219405 	 0.0000000000 	 20.8325800181 	 18.7825512488 	 22.8780376789 	 16.7197815496 	 25.2121241110 	 15.3551238169 	 26.8335675348
2459149.0095271459 	 0.0000000000 	 15.1644344549 	 12.8743568321 	 17.4311318873 	 10.3267306532 	 19.8919916240 	 8.7763552113 	 21.6986559432
2459149.2147323512 	 0.0000000000 	 7.3286913173 	 4.6212312787 	 10.0025580129 	 1.5480775622 	 12.9200853316 	 -0.5867046074 	 14.8896029755
2459149.4199375561 	 0.0000000000 	 -1.4170150691 	 -4.4047336300 	 1.4449712734 	 -7.4957190718 	 4.5706555607 	 -9.7987698861 	 6.7406221600
2459149.6251427615 	 0.0000000000 	 -9.7144476724 	 -12.5253299451 	 -7.0202312927 	 -15.4112607995 	 -4.1875787870 	 -17.5426570227 	 -1.9821494886
2459149.8303479669 	 0.0000000000 	 -16.4180718154 	 -18.7246497877 	 -14.1647940685 	 -21.3158707235 	 -11.9375527773 	 -23.1180816516 	 -9.9798119328
2459150.0355531718 	 0.0000000000 	 -20.7446033051 	 -22.7018063934 	 -18.9537585541 	 -25.0090900026 	 -17.0373422700 	 -26.5127503106 	 -15.6815292177
2459150.2407583771 	 0.0000000000 	 -22.4969753629 	 -24.3093536085 	 -20.7717925154 	 -26.4540713964 	 -18.9386505594 	 -27.8767637310 	 -17.6848386974
2459150.4459635825 	 0.0000000000 	 -21.7218221378 	 -23.6068921367 	 -19.7923138873 	 -25.6944244108 	 -17.7720362767 	 -27.2504507472 	 -16.4132365427
2459150.6511687874 	 0.0000000000 	 -18.6338502676 	 -20.6633766580 	 -16.5305904675 	 -22.8561894189 	 -14.3165484729 	 -24.4543507673 	 -12.7165594545
2459150.8563739927 	 0.0000000000 	 -13.6914266922 	 -15.7638766493 	 -11.5533817329 	 -18.0776387793 	 -9.1433476212 	 -19.6973932868 	 -7.4694840389
2459151.0615791981 	 0.0000000000 	 -7.3883117084 	 -9.4692327188 	 -5.2953133375 	 -11.6704540091 	 -2.8872255180 	 -13.3231598897 	 -1.1207605933
2459151.2667844030 	 0.0000000000 	 -0.2916692560 	 -2.3221084229 	 1.7687582162 	 -4.4042025955 	 3.9995429870 	 -5.9722042675 	 5.5998342166
2459151.4719896084 	 0.0000000000 	 6.9897489706 	 5.0423980888 	 8.9429602727 	 2.9569910581 	 11.0450471656 	 1.3049974704 	 12.5482757671
2459151.6771948137 	 0.0000000000 	 13.7714076139 	 11.8553309182 	 15.7251522397 	 9.7793214530 	 17.8065519459 	 8.4120422876 	 19.2703403495
2459151.8824000186 	 0.0000000000 	 19.3128337563 	 17.3475714551 	 21.3095015471 	 15.2884326880 	 23.4893790584 	 13.9622278817 	 25.0539467651
2459152.0876052240 	 0.0000000000 	 22.8242025811 	 20.8373257111 	 24.8731239994 	 18.7662668653 	 27.3341961237 	 17.2911911682 	 29.0786942836
2459152.2928104294 	 0.0000000000 	 23.5789030997 	 21.6360808626 	 25.7391466510 	 19.6057272408 	 28.2205620864 	 18.1710022728 	 30.0217767020
2459152.4980156342 	 0.0000000000 	 21.3095938865 	 19.2843850182 	 23.3664961740 	 17.2452091815 	 25.6816301403 	 15.8900578223 	 27.3185928286
2459152.7032208396 	 0.0000000000 	 15.9554271576 	 13.7416169130 	 18.1823271619 	 11.2524051718 	 20.6088021780 	 9.7013380969 	 22.2973142646
2459152.9084260450 	 0.0000000000 	 8.3283990450 	 5.6791852209 	 10.9257461212 	 2.6957709194 	 13.7258253837 	 0.6569532005 	 15.6959677486
2459153.1136312499 	 0.0000000000 	 -0.3953833442 	 -3.3435621185 	 2.4309830222 	 -6.4454813366 	 5.5605737270 	 -8.7929118957 	 7.6802184429
2459153.3188364552 	 0.0000000000 	 -8.7963318951 	 -11.6418377846 	 -6.0986563283 	 -14.5633857632 	 -3.2265187536 	 -16.6122726908 	 -1.0896443960
2459153.5240416606 	 0.0000000000 	 -15.7280603416 	 -18.0962470863 	 -13.4435889205 	 -20.7018263746 	 -11.1673965947 	 -22.5636579128 	 -9.1725404851
2459153.7292468655 	 0.0000000000 	 -20.3703781827 	 -22.3508920281 	 -18.5417821219 	 -24.6607178932 	 -16.6162513083 	 -26.2632765546 	 -15.2078110851
2459153.9344520709 	 0.0000000000 	 -22.4279262728 	 -24.2520871638 	 -20.7091342883 	 -26.4066708066 	 -18.8952229471 	 -27.8941938285 	 -17.6564554854
2459154.1396572762 	 0.0000000000 	 -21.9435783710 	 -23.8038331307 	 -20.0416532062 	 -25.9137089251 	 -18.0600996571 	 -27.3748106835 	 -16.7080094233
2459154.3448624811 	 0.0000000000 	 -19.1004055883 	 -21.1168969293 	 -17.0246402262 	 -23.2893178756 	 -14.7957596160 	 -24.8383016293 	 -13.2982492895
2459154.5500676865 	 0.0000000000 	 -14.3510841931 	 -16.4173051058 	 -12.2086946226 	 -18.6894218178 	 -9.8229416847 	 -20.3334514703 	 -8.1779802595
2459154.7552728918 	 0.0000000000 	 -8.1939253653 	 -10.2534181972 	 -6.0817116320 	 -12.4604990633 	 -3.6810722647 	 -14.1214343699 	 -1.9161983636
2459154.9604780967 	 0.0000000000 	 -1.1478264797 	 -3.1690085152 	 0.9200060623 	 -5.2567973827 	 3.1569777637 	 -6.8514374566 	 4.7920859961
2459155.1656833021 	 0.0000000000 	 6.1443716478 	 4.1997610098 	 8.0884501376 	 2.1290586492 	 10.1893325049 	 0.5217773579 	 11.7556012442
2459155.3708885075 	 0.0000000000 	 13.0331526710 	 11.1225546861 	 14.9719011254 	 9.0618469252 	 17.0266782064 	 7.7072453736 	 18.4874373074
2459155.5760937124 	 0.0000000000 	 18.7512847559 	 16.8024138268 	 20.7396318769 	 14.7273058749 	 22.9018136578 	 13.4084701703 	 24.4671747934
2459155.7812989177 	 0.0000000000 	 22.5477895285 	 20.5587730427 	 24.5907017119 	 18.4567853788 	 27.0111086507 	 17.0087061294 	 28.7640388144
2459155.9865041231 	 0.0000000000 	 23.6582859213 	 21.6909111872 	 25.8027508211 	 19.6456474462 	 28.3061874760 	 18.2562234029 	 30.0438943311
2459156.1917093280 	 0.0000000000 	 21.7326222487 	 19.7323377749 	 23.8188679703 	 17.7473370950 	 26.1286825572 	 16.3749753747 	 27.7397822609
2459156.3969145333 	 0.0000000000 	 16.7262857731 	 14.5893961296 	 18.9043367567 	 12.1744087191 	 21.2996647614 	 10.6123924305 	 22.9385630377
2459156.6021197382 	 0.0000000000 	 9.3094770633 	 6.7089474853 	 11.8386687876 	 3.8671006273 	 14.5879018211 	 1.8604621147 	 16.5660784635
2459156.8073249436 	 0.0000000000 	 0.6260260168 	 -2.2691960693 	 3.4300678596 	 -5.3782444736 	 6.5612202456 	 -7.7226153725 	 8.6653082399
2459157.0125301490 	 0.0000000000 	 -7.8622637302 	 -10.7364821979 	 -5.1663240070 	 -13.6706214380 	 -2.2476407265 	 -15.7676223031 	 -0.0607745006
2459157.2177353539 	 0.0000000000 	 -15.0214910283 	 -17.4573486645 	 -12.7018504881 	 -20.0899617428 	 -10.3587932468 	 -22.0186601134 	 -8.3259132579
2459157.4229405592 	 0.0000000000 	 -19.9560053297 	 -21.9728324968 	 -18.0961763187 	 -24.2829632797 	 -16.1141700808 	 -25.9338976187 	 -14.6468530989
2459157.6281457646 	 0.0000000000 	 -22.3209310899 	 -24.1505875900 	 -20.6181786485 	 -26.3181889731 	 -18.8015493099 	 -27.8395795467 	 -17.5686226231
2459157.8333509695 	 0.0000000000 	 -22.1311685110 	 -23.9843167650 	 -20.2594593309 	 -26.0505503574 	 -18.2903856165 	 -27.4953795387 	 -16.9835724089
2459158.0385561748 	 0.0000000000 	 -19.5324071938 	 -21.5336524515 	 -17.4850525187 	 -23.6837823043 	 -15.3204398947 	 -25.2730218613 	 -13.7829245599
2459158.2437613802 	 0.0000000000 	 -14.9871528963 	 -17.0448007378 	 -12.8511478357 	 -19.3115210158 	 -10.4921971036 	 -20.9175753496 	 -8.8645374313
2459158.4489665851 	 0.0000000000 	 -8.9760660871 	 -11.0215557317 	 -6.8682749061 	 -13.2288771389 	 -4.4238407705 	 -14.9271292235 	 -2.6873352097
2459158.6541717905 	 0.0000000000 	 -2.0037240994 	 -4.0110959124 	 0.0609533691 	 -6.1252389037 	 2.3211765343 	 -7.7303264271 	 3.9196480217
2459158.8593769958 	 0.0000000000 	 5.2964150251 	 3.3564392454 	 7.2442421559 	 1.3108356953 	 9.3408549867 	 -0.3459433221 	 10.9113873686
2459159.0645822007 	 0.0000000000 	 12.2564823525 	 10.3676203079 	 14.1923967811 	 8.3264517383 	 16.2333672964 	 6.8900766680 	 17.7025232782
2459159.2697874061 	 0.0000000000 	 18.1633907010 	 16.2208037429 	 20.1333898830 	 14.1953078301 	 22.2393213853 	 12.8868801327 	 23.7884457676
2459159.4749926114 	 0.0000000000 	 22.2211879186 	 20.2449753268 	 24.2662229766 	 18.1422679071 	 26.6756670389 	 16.7386210308 	 28.3607756826
2459159.6801978163 	 0.0000000000 	 23.6762268988 	 21.7178695037 	 25.8142334583 	 19.6679323038 	 28.3224741786 	 18.2924408636 	 30.0407702874
