# Time 	 GP Component 	 Full model (GP + Keplerian) 	 model1down 	 model1up 	 model2down 	 model2up 	 model3down 	 model3up
2459208.7242418607 	 0.0000000000 	 6.2792739853 	 3.9070756432 	 8.6845943835 	 1.1518046155 	 11.3214011624 	 -0.7862107216 	 13.2560015847
2459208.9294470656 	 0.0000000000 	 -2.4744870973 	 -5.1554883174 	 0.0127766458 	 -7.9429685540 	 2.7914401306 	 -10.0482506962 	 4.6463814960
2459209.1346522709 	 0.0000000000 	 -10.6266491103 	 -13.1721055715 	 -8.2758285180 	 -15.9617232376 	 -5.8635088428 	 -17.9332414862 	 -3.9988938280
2459209.3398574763 	 0.0000000000 	 -17.0946865122 	 -19.2666074512 	 -15.0673081345 	 -21.8317245033 	 -13.0614436125 	 -23.5394734069 	 -11.4866873989
2459209.5450626812 	 0.0000000000 	 -21.1198672225 	 -23.0295779553 	 -19.3970289446 	 -25.3236350478 	 -17.5776065119 	 -26.8831432844 	 -16.2771926360
2459209.7502678866 	 0.0000000000 	 -22.5556920780 	 -24.3694154318 	 -20.8174380782 	 -26.4800289263 	 -18.9815722285 	 -27.9213328603 	 -17.6897334456
2459209.9554730919 	 0.0000000000 	 -21.4611476925 	 -23.3272699429 	 -19.5614250022 	 -25.3880578904 	 -17.5864310156 	 -26.8831230948 	 -16.2728311920
2459210.1606782968 	 0.0000000000 	 -18.1037535978 	 -20.0721003746 	 -16.0996910401 	 -22.1939580538 	 -13.9120921245 	 -23.6746961833 	 -12.4233990813
2459210.3658835022 	 0.0000000000 	 -12.9756099469 	 -14.9487313808 	 -10.9390362353 	 -17.1198978625 	 -8.5371324578 	 -18.6714206748 	 -6.9481090694
2459210.5710887075 	 0.0000000000 	 -6.5610269067 	 -8.4942653733 	 -4.5545763732 	 -10.6079346513 	 -2.2677846545 	 -12.1611579617 	 -0.5040373652
2459210.7762939124 	 0.0000000000 	 0.5983287095 	 -1.2963095679 	 2.5062396113 	 -3.3107228600 	 4.6631143726 	 -4.9065572538 	 6.1574395318
2459210.9814991178 	 0.0000000000 	 7.8622088235 	 6.0281742152 	 9.6549471493 	 4.0704477697 	 11.5879082913 	 2.6250283594 	 13.1296585343
2459211.1867043232 	 0.0000000000 	 14.5265536305 	 12.7451889928 	 16.3244375330 	 10.8344279621 	 18.2374850155 	 9.4891199850 	 19.5017443266
2459211.3919095281 	 0.0000000000 	 19.8650367956 	 18.0007917852 	 21.7409965512 	 16.0979387303 	 23.8023907016 	 14.8282409759 	 25.3117556984
2459211.5971147334 	 0.0000000000 	 23.0757248026 	 21.1329780345 	 25.1179213911 	 19.0808825271 	 27.5265943308 	 17.7558058731 	 29.1972932303
2459211.8023199388 	 0.0000000000 	 23.4952173079 	 21.5488667279 	 25.6717653847 	 19.5137923659 	 28.1895023576 	 18.1321459755 	 30.0607029528
2459212.0075251437 	 0.0000000000 	 20.8349076385 	 18.8600641718 	 22.9071047926 	 16.8751330832 	 25.2336521269 	 15.5255390638 	 26.8736301530
2459212.2127303490 	 0.0000000000 	 15.1494854502 	 13.1307456702 	 17.2495691724 	 10.8620134806 	 19.5759467222 	 9.4027994414 	 21.3752988930
2459212.4179355544 	 0.0000000000 	 7.2899371168 	 4.9644783739 	 9.6417498794 	 2.2911633779 	 12.1969891153 	 0.4367589692 	 14.1424555108
2459212.6231407593 	 0.0000000000 	 -1.4580821078 	 -4.1033102202 	 1.0163811226 	 -6.8502248405 	 3.7796325748 	 -8.9794569434 	 5.5997157744
2459212.8283459647 	 0.0000000000 	 -9.7423145548 	 -12.3086182102 	 -7.3671185929 	 -15.1050341892 	 -4.9720901913 	 -17.0627726971 	 -3.0793375072
2459213.0335511700 	 0.0000000000 	 -16.4597347175 	 -18.6619909888 	 -14.3933880155 	 -21.2280246430 	 -12.3714304899 	 -22.9981191091 	 -10.7361695908
2459213.2387563749 	 0.0000000000 	 -20.7875521837 	 -22.7263835807 	 -19.0420067416 	 -25.0545019021 	 -17.2065014666 	 -26.6296709550 	 -15.9957655421
2459213.4439615803 	 0.0000000000 	 -22.5301598065 	 -24.3416744226 	 -20.7994047923 	 -26.4800438584 	 -18.9685068031 	 -27.9312526320 	 -17.7170700991
2459213.6491667856 	 0.0000000000 	 -21.7163177440 	 -23.5671564893 	 -19.8399659739 	 -25.6002332499 	 -17.8766645438 	 -27.0504136433 	 -16.5756253332
2459213.8543719905 	 0.0000000000 	 -18.6069551838 	 -20.5469204881 	 -16.6061546664 	 -22.6596265241 	 -14.4469755278 	 -24.1578690066 	 -12.9527372244
2459214.0595771959 	 0.0000000000 	 -13.6557795257 	 -15.6413894431 	 -11.6249528353 	 -17.7934751143 	 -9.2439039368 	 -19.2841929532 	 -7.6951126729
2459214.2647824013 	 0.0000000000 	 -7.3658581318 	 -9.2873080205 	 -5.3456676228 	 -11.3849130901 	 -3.0429915627 	 -12.9927827798 	 -1.2721574161
2459214.4699876062 	 0.0000000000 	 -0.2631934357 	 -2.1621620800 	 1.6605008195 	 -4.1777100804 	 3.8124603135 	 -5.7278925184 	 5.3548739986
2459214.6751928115 	 0.0000000000 	 7.0313243637 	 5.1894842081 	 8.8162447709 	 3.2118769389 	 10.7623430477 	 1.7794125808 	 12.2817987619
2459214.8803980169 	 0.0000000000 	 13.7930207304 	 12.0165911399 	 15.5845380089 	 10.1238448766 	 17.4933597228 	 8.7483867654 	 18.7988358205
2459215.0856032218 	 0.0000000000 	 19.3268792703 	 17.4672402433 	 21.1915867875 	 15.5873969074 	 23.2149067085 	 14.3425133085 	 24.7057423066
2459215.2908084271 	 0.0000000000 	 22.8365024637 	 20.9073369719 	 24.8368822641 	 18.8600026592 	 27.2103495788 	 17.5561959727 	 28.9180835484
2459215.4960136325 	 0.0000000000 	 23.6090353732 	 21.6643051115 	 25.7715674963 	 19.6247803849 	 28.2847192925 	 18.2138465691 	 30.0893113689
2459215.7012188374 	 0.0000000000 	 21.3027470495 	 19.3416197163 	 23.4031502757 	 17.3690516394 	 25.7527617808 	 16.0226727173 	 27.3859803900
2459215.9064240428 	 0.0000000000 	 15.9608954474 	 13.9628346108 	 18.0225614508 	 11.7501638194 	 20.2798509204 	 10.3459936623 	 22.0512982912
2459216.1116292481 	 0.0000000000 	 8.2834920197 	 6.0183186616 	 10.5848002287 	 3.4379915222 	 13.0828809779 	 1.6254907357 	 14.9417311145
2459216.3168344530 	 0.0000000000 	 -0.4427155816 	 -3.0410160273 	 2.0099152884 	 -5.8081878592 	 4.7124898173 	 -7.9195525256 	 6.5362750028
2459216.5220396584 	 0.0000000000 	 -8.8285073061 	 -11.4187665889 	 -6.4471323022 	 -14.1954406784 	 -4.0423234263 	 -16.2247302483 	 -2.0623960746
2459216.7272448638 	 0.0000000000 	 -15.7771413900 	 -18.0323438772 	 -13.6839223820 	 -20.6183760604 	 -11.6437516581 	 -22.4940343121 	 -9.9818453230
2459216.9324500686 	 0.0000000000 	 -20.4186587162 	 -22.3813554102 	 -18.6377753804 	 -24.7132891748 	 -16.7904927841 	 -26.3094292996 	 -15.5335077633
2459217.1376552740 	 0.0000000000 	 -22.4602800065 	 -24.2830700069 	 -20.7369185306 	 -26.4330678750 	 -18.9324790122 	 -27.8894848425 	 -17.6885625843
2459217.3428604794 	 0.0000000000 	 -21.9401235703 	 -23.7764374629 	 -20.0818158203 	 -25.8248309910 	 -18.1559182630 	 -27.3017749595 	 -16.8886181838
2459217.5480656843 	 0.0000000000 	 -19.0677073658 	 -20.9984254130 	 -17.0964227436 	 -23.1264076303 	 -14.9660479023 	 -24.6008547999 	 -13.4687167521
2459217.7532708896 	 0.0000000000 	 -14.3144480960 	 -16.2877799188 	 -12.2949318718 	 -18.4612270823 	 -9.9149429922 	 -20.0026960496 	 -8.3753539733
2459217.9584760950 	 0.0000000000 	 -8.1641674106 	 -10.0775756257 	 -6.1351660799 	 -12.1982785557 	 -3.8127051823 	 -13.7910012949 	 -1.9991749099
2459218.1636812999 	 0.0000000000 	 -1.1111583829 	 -3.0203725317 	 0.8196927261 	 -5.0257631364 	 3.0093340029 	 -6.5633951848 	 4.5865423888
2459218.3688865053 	 0.0000000000 	 6.1964877477 	 4.3445406788 	 7.9769834172 	 2.3328851920 	 9.9512031086 	 0.8919500154 	 11.5021839596
2459218.5740917106 	 0.0000000000 	 13.0486363058 	 11.2666136018 	 14.8283729503 	 9.3663180115 	 16.7278479008 	 7.9991106850 	 18.0325856366
2459218.7792969155 	 0.0000000000 	 18.7624019767 	 16.9283541659 	 20.6148958951 	 15.0203524345 	 22.6272063188 	 13.7360619621 	 24.0737335617
2459218.9845021209 	 0.0000000000 	 22.5630522639 	 20.6458618671 	 24.5454445942 	 18.5965021476 	 26.8691110573 	 17.2457008800 	 28.5606197204
2459219.1897073262 	 0.0000000000 	 23.6751287312 	 21.7226565361 	 25.8392955480 	 19.7029735514 	 28.3226665075 	 18.2675222993 	 30.0679476460
2459219.3949125311 	 0.0000000000 	 21.7208804468 	 19.7887544571 	 23.8662386590 	 17.8091189923 	 26.2465544501 	 16.4470177254 	 27.8518524411
2459219.6001177365 	 0.0000000000 	 16.7353191078 	 14.7319455959 	 18.7870501181 	 12.5743256477 	 21.0182833758 	 11.2663486106 	 22.7174422737
2459219.8053229419 	 0.0000000000 	 9.2643084418 	 7.0594652903 	 11.5153605752 	 4.5568998499 	 13.9671467689 	 2.7536085644 	 15.8215288234
2459220.0105281468 	 0.0000000000 	 0.5915319013 	 -1.9508984506 	 3.0226377019 	 -4.7271657472 	 5.7449270703 	 -6.8983387835 	 7.5375631771
2459220.2157333521 	 0.0000000000 	 -7.8980363195 	 -10.4989091919 	 -5.5244530040 	 -13.2546736856 	 -3.0717931965 	 -15.3113783611 	 -1.1168122660
2459220.4209385575 	 0.0000000000 	 -15.0790115990 	 -17.3517439407 	 -12.9525363063 	 -19.9952221374 	 -10.8908391900 	 -21.8356152442 	 -9.2087091582
2459220.6261437624 	 0.0000000000 	 -19.9991207083 	 -22.0036726255 	 -18.2086388507 	 -24.3408675612 	 -16.3526688097 	 -26.0196836435 	 -15.0451154437
2459220.8313489677 	 0.0000000000 	 -22.3553339749 	 -24.1971089613 	 -20.6461733976 	 -26.3640922541 	 -18.8241090345 	 -27.8881780658 	 -17.5778079596
2459221.0365541731 	 0.0000000000 	 -22.1349856766 	 -23.9604893426 	 -20.2878340757 	 -26.0047490145 	 -18.3801215644 	 -27.4309955589 	 -17.0968615089
2459221.2417593780 	 0.0000000000 	 -19.5147005394 	 -21.4311235040 	 -17.5498559133 	 -23.5390657495 	 -15.4498315984 	 -24.9756569851 	 -13.9391139407
2459221.4469645834 	 0.0000000000 	 -14.9513496752 	 -16.9244607550 	 -12.9414070268 	 -19.0964904969 	 -10.5887612040 	 -20.5955238736 	 -9.0622860872
2459221.6521697887 	 0.0000000000 	 -8.9330821606 	 -10.8596214603 	 -6.9115317035 	 -12.9658616447 	 -4.5426742388 	 -14.5988063007 	 -2.7736671289
2459221.8573749936 	 0.0000000000 	 -1.9607745873 	 -3.8738888888 	 -0.0205723372 	 -5.8907294735 	 2.2012003087 	 -7.3811718743 	 3.8099395446
2459222.0625801990 	 0.0000000000 	 5.3517825388 	 3.4941066713 	 7.1370802221 	 1.4738891026 	 9.1324854465 	 0.0087140882 	 10.6091249867
2459222.2677854043 	 0.0000000000 	 12.2905444247 	 10.5138512603 	 14.0556744215 	 8.5853866373 	 15.9466381533 	 7.2288363024 	 17.2799574815
2459222.4729906092 	 0.0000000000 	 18.1671922809 	 16.3579060834 	 20.0145939729 	 14.4714702271 	 21.9908273505 	 13.1579750920 	 23.4428507609
2459222.6781958146 	 0.0000000000 	 22.2407215571 	 20.3361732181 	 24.2111352754 	 18.2856914106 	 26.4669346573 	 16.9544532001 	 28.0866135000
2459222.8834010200 	 0.0000000000 	 23.7002545813 	 21.7462205358 	 25.8432960696 	 19.7049979897 	 28.3377778955 	 18.2857096621 	 30.0391785339
2459223.0886062249 	 0.0000000000 	 22.1076511133 	 20.1765348472 	 24.2830245307 	 18.2083049129 	 26.6958716874 	 16.8374239490 	 28.3382273929
2459223.2938114302 	 0.0000000000 	 17.4735760298 	 15.4687351596 	 19.5063596043 	 13.3764132644 	 21.7695293448 	 12.1116553485 	 23.3742388998
2459223.4990166356 	 0.0000000000 	 10.2285929048 	 8.0709444804 	 12.4321018164 	 5.6660419680 	 14.8367131806 	 3.9378706899 	 16.7150083779
2459223.7042218405 	 0.0000000000 	 1.6310794747 	 -0.8533806254 	 4.0270171885 	 -3.5990455814 	 6.7115424502 	 -5.7761567326 	 8.5497454271
2459223.9094270458 	 0.0000000000 	 -6.9464703571 	 -9.5566667679 	 -4.5696607261 	 -12.3166409850 	 -2.0994242303 	 -14.4668936212 	 -0.1556848446
2459224.1146322512 	 0.0000000000 	 -14.3308593077 	 -16.6529161680 	 -12.1792388838 	 -19.3110991990 	 -10.0613864007 	 -21.2583676105 	 -8.3897977407
2459224.3198374561 	 0.0000000000 	 -19.5468673011 	 -21.5981926463 	 -17.7157957248 	 -23.9395136718 	 -15.8741776976 	 -25.6298805845 	 -14.5244817804
2459224.5250426615 	 0.0000000000 	 -22.2225899534 	 -24.0651381754 	 -20.5061760896 	 -26.2404787620 	 -18.6771059770 	 -27.8358608334 	 -17.4495936842
2459224.7302478668 	 0.0000000000 	 -22.2832347571 	 -24.1112715166 	 -20.4582129924 	 -26.1609062176 	 -18.5745330997 	 -27.5427592504 	 -17.2914847711
2459224.9354530717 	 0.0000000000 	 -19.9200970016 	 -21.8287886971 	 -17.9712102583 	 -23.9242220747 	 -15.9083715657 	 -25.3887270107 	 -14.4477467921
2459225.1406582771 	 0.0000000000 	 -15.5688937992 	 -17.5468198245 	 -13.5622091417 	 -19.6908810644 	 -11.2582035505 	 -21.2087394127 	 -9.6791632238
2459225.3458634820 	 0.0000000000 	 -9.6952002843 	 -11.6248024164 	 -7.6814754677 	 -13.7545292331 	 -5.2713390203 	 -15.3512408105 	 -3.5233440820
2459225.5510686873 	 0.0000000000 	 -2.8066580205 	 -4.7165782978 	 -0.8564244416 	 -6.7559457902 	 1.3944557589 	 -8.1963896908 	 3.0435989524
2459225.7562738927 	 0.0000000000 	 4.5018910109 	 2.6331735586 	 6.2974892095 	 0.6124096564 	 8.3065519858 	 -0.8718713182 	 9.8165412828
2459225.9614790976 	 0.0000000000 	 11.5144559150 	 9.7319453584 	 13.2789887957 	 7.7997384900 	 15.1566631435 	 6.4356793914 	 16.5406000075
2459226.1666843030 	 0.0000000000 	 17.5580194458 	 15.7663214242 	 19.3836758881 	 13.8935646567 	 21.3355782005 	 12.5648721595 	 22.7028764641
2459226.3718895083 	 0.0000000000 	 21.8882664232 	 19.9938832941 	 23.8230173493 	 18.0072371824 	 26.0066341526 	 16.6229798907 	 27.6177376141
2459226.5770947132 	 0.0000000000 	 23.6836949742 	 21.7208862821 	 25.7895058430 	 19.6887343009 	 28.3030177634 	 18.2893860893 	 30.0058783117
2459226.7822999186 	 0.0000000000 	 22.4504807151 	 20.5133470272 	 24.6496265592 	 18.5391769930 	 27.0970757231 	 17.2304111489 	 28.8589440466
2459226.9875051240 	 0.0000000000 	 18.1646298015 	 16.1951913044 	 20.2049964377 	 14.1333914598 	 22.5023490130 	 12.8455567070 	 24.0358674730
2459227.1927103288 	 0.0000000000 	 11.1707739682 	 9.0487809591 	 13.3282566040 	 6.6793038192 	 15.7211982899 	 5.0488323970 	 17.5912499569
2459227.3979155342 	 0.0000000000 	 2.6622281473 	 0.2376762119 	 5.0499320837 	 -2.4562011804 	 7.6651896839 	 -4.5619032025 	 9.5533462026
2459227.6031207396 	 0.0000000000 	 -5.9789813964 	 -8.5971374516 	 -3.5985338828 	 -11.3511279495 	 -1.1313006328 	 -13.5431669817 	 0.7710405022
2459227.8083259445 	 0.0000000000 	 -13.5540159398 	 -15.9233919994 	 -11.3860397766 	 -18.6361927477 	 -9.2485633240 	 -20.5074026298 	 -7.5441493617
2459228.0135311498 	 0.0000000000 	 -19.0622005714 	 -21.1392979557 	 -17.2016301812 	 -23.5373334533 	 -15.3437519386 	 -25.1824785635 	 -13.9870054649
2459228.2187363552 	 0.0000000000 	 -22.0424869668 	 -23.8926826139 	 -20.3334309823 	 -26.0947399324 	 -18.4891773258 	 -27.6321378356 	 -17.2797586381
2459228.4239415601 	 0.0000000000 	 -22.4073783605 	 -24.2320747250 	 -20.6046381570 	 -26.3099889033 	 -18.7384794765 	 -27.7291885240 	 -17.4520988106
2459228.6291467655 	 0.0000000000 	 -20.3124718628 	 -22.2044744717 	 -18.3766733972 	 -24.2928592611 	 -16.3732403067 	 -25.7369806400 	 -14.9552744168
2459228.8343519708 	 0.0000000000 	 -16.1658371066 	 -18.1364127876 	 -14.1691513288 	 -20.2854761737 	 -11.9060480797 	 -21.7863789269 	 -10.2906917754
2459229.0395571757 	 0.0000000000 	 -10.4385083305 	 -12.3872612231 	 -8.4361522605 	 -14.5420838308 	 -6.0103398552 	 -16.0484510026 	 -4.3068633192
2459229.2447623811 	 0.0000000000 	 -3.6481838599 	 -5.5653080321 	 -1.6827652229 	 -7.6317687880 	 0.5430525574 	 -9.0584228047 	 2.2493837690
2459229.4499675864 	 0.0000000000 	 3.6435914916 	 1.7604661778 	 5.4545756304 	 -0.2408593715 	 7.4981864093 	 -1.7929450366 	 8.9617091975
2459229.6551727913 	 0.0000000000 	 10.7220467597 	 8.9451832436 	 12.4907125611 	 6.9961246040 	 14.3553682034 	 5.5754324542 	 15.7325829846
2459229.8603779967 	 0.0000000000 	 16.9290046266 	 15.1535241676 	 18.7213186357 	 13.2818201325 	 20.6745814096 	 12.0062121958 	 22.0429828347
2459230.0655832021 	 0.0000000000 	 21.4994538708 	 19.6151880673 	 23.4074568885 	 17.6703497976 	 25.5500320532 	 16.2975455310 	 27.1587452659
2459230.2707884070 	 0.0000000000 	 23.6290287793 	 21.6640927488 	 25.7183226202 	 19.6248520863 	 28.1976228520 	 18.2634348750 	 29.9278351698
2459230.4759936123 	 0.0000000000 	 22.7672480416 	 20.8208008060 	 24.9664043227 	 18.8142120455 	 27.4305000608 	 17.5163488103 	 29.3060670071
2459230.6811988177 	 0.0000000000 	 18.8284605151 	 16.8694839896 	 20.8739970180 	 14.8381257403 	 23.1751852943 	 13.4909829967 	 24.8177267687
2459230.8864040226 	 0.0000000000 	 12.1015753903 	 10.0295863395 	 14.2212245216 	 7.7115335545 	 16.5452275846 	 6.1392916898 	 18.4163844658
2459231.0916092279 	 0.0000000000 	 3.6953126442 	 1.3354184415 	 6.0489660037 	 -1.2990647722 	 8.5997152009 	 -3.3679484147 	 10.5580930486
2459231.2968144333 	 0.0000000000 	 -4.9968251950 	 -7.5975978090 	 -2.6335685363 	 -10.2953543534 	 -0.1379806609 	 -12.4987788001 	 1.7167281393
2459231.5020196382 	 0.0000000000 	 -12.7611351780 	 -15.1542031137 	 -10.5682341137 	 -17.8618828198 	 -8.4020073636 	 -19.8065058155 	 -6.6540666377
2459231.7072248436 	 0.0000000000 	 -18.5467501927 	 -20.6452699121 	 -16.6554196441 	 -23.0988050135 	 -14.7734759251 	 -24.7442326997 	 -13.3876715052
2459231.9124300489 	 0.0000000000 	 -21.8286339014 	 -23.6803803884 	 -20.1133279933 	 -25.9303602656 	 -18.2803223555 	 -27.4732677779 	 -17.0303612667
2459232.1176352538 	 0.0000000000 	 -22.4913896800 	 -24.3048959408 	 -20.7041857281 	 -26.3872571321 	 -18.8782730279 	 -27.7589407786 	 -17.5937078153
2459232.3228404592 	 0.0000000000 	 -20.6721578520 	 -22.5405294926 	 -18.7473822789 	 -24.6432126640 	 -16.7765625864 	 -26.1409412037 	 -15.3947657977
2459232.5280456645 	 0.0000000000 	 -16.7454299332 	 -18.6984764696 	 -14.7531098449 	 -20.8397605083 	 -12.5115144794 	 -22.3275038529 	 -10.9464244859
2459232.7332508694 	 0.0000000000 	 -11.1787875530 	 -13.1230217258 	 -9.1684990000 	 -15.2955431589 	 -6.7728103572 	 -16.8094778696 	 -5.0850643910
2459232.9384560748 	 0.0000000000 	 -4.4792081877 	 -6.3981798140 	 -2.5080476848 	 -8.4715563790 	 -0.2708546525 	 -9.9574878971 	 1.4447304117
2459233.1436612802 	 0.0000000000 	 2.7937749231 	 0.8968562275 	 4.6098401404 	 -1.1279164816 	 6.6862926252 	 -2.6436849684 	 8.1274052250
2459233.3488664851 	 0.0000000000 	 9.9186556000 	 8.1294391727 	 11.6870544581 	 6.1567394705 	 13.5413440801 	 4.7880287009 	 14.9394099327
2459233.5540716904 	 0.0000000000 	 16.2701856188 	 14.5155623669 	 18.0463397735 	 12.6620726601 	 19.9837855281 	 11.3581651654 	 21.2400266625
2459233.7592768958 	 0.0000000000 	 21.0730535024 	 19.2005475351 	 22.9650255767 	 17.2888815110 	 25.0759371280 	 15.9770086752 	 26.5856755468
2459233.9644821007 	 0.0000000000 	 23.5195580157 	 21.5772013436 	 25.5925473301 	 19.5442385922 	 28.0470935638 	 18.1718029965 	 29.7459944325
2459234.1696873060 	 0.0000000000 	 23.0280033313 	 21.0800224800 	 25.2251793031 	 19.0869481266 	 27.7020337596 	 17.7455796632 	 29.7010098347
2459234.3748925114 	 0.0000000000 	 19.4552224004 	 17.4954158022 	 21.5134362719 	 15.4786084852 	 23.8117486071 	 14.1458279479 	 25.4812603793
2459234.5800977163 	 0.0000000000 	 13.0086592210 	 10.9741856999 	 15.0905974833 	 8.7348716788 	 17.3849750408 	 7.2040481433 	 19.2278197207
2459234.7853029217 	 0.0000000000 	 4.7202105348 	 2.4250112808 	 7.0485812119 	 -0.1759981429 	 9.5723829377 	 -2.2021654489 	 11.4618133725
2459234.9905081270 	 0.0000000000 	 -3.9934874691 	 -6.5837733042 	 -1.6440686697 	 -9.3009602821 	 0.8716202280 	 -11.3859863779 	 2.7270662159
2459235.1957133319 	 0.0000000000 	 -11.9324539412 	 -14.3456966669 	 -9.7281451219 	 -17.0904357829 	 -7.5498266864 	 -19.0101462299 	 -5.7884511138
2459235.4009185373 	 0.0000000000 	 -18.0002141599 	 -20.1213706230 	 -16.0688446777 	 -22.6056650609 	 -14.1673168222 	 -24.2659978908 	 -12.7871622089
2459235.6061237426 	 0.0000000000 	 -21.5785045123 	 -23.4659793851 	 -19.8792463928 	 -25.7015945370 	 -18.0344521583 	 -27.2543339979 	 -16.7604451656
2459235.8113289475 	 0.0000000000 	 -22.5436492173 	 -24.3525865609 	 -20.7774039221 	 -26.4657417143 	 -18.9441998239 	 -27.8359059026 	 -17.6714355023
2459236.0165341529 	 0.0000000000 	 -21.0107280850 	 -22.8652018221 	 -19.1033646063 	 -24.9352034575 	 -17.1375531089 	 -26.4366249272 	 -15.8181699572
2459236.2217393583 	 0.0000000000 	 -17.2991721245 	 -19.2442390971 	 -15.3254187505 	 -21.3533608280 	 -13.0962691504 	 -22.8814291404 	 -11.5509327309
2459236.4269445632 	 0.0000000000 	 -11.9011394489 	 -13.8386610551 	 -9.8918999603 	 -16.0086705083 	 -7.5110638933 	 -17.5348894639 	 -5.8274567508
2459236.6321497685 	 0.0000000000 	 -5.3130991107 	 -7.2143274721 	 -3.3389158720 	 -9.3179513916 	 -1.0844268371 	 -10.8028423430 	 0.6773066290
2459236.8373549739 	 0.0000000000 	 1.9302451595 	 0.0448078496 	 3.7668211802 	 -1.9841972607 	 5.8665341446 	 -3.5092687972 	 7.3123937140
2459237.0425601788 	 0.0000000000 	 9.1103664974 	 7.3110848677 	 10.8711895872 	 5.3264144077 	 12.7565322762 	 3.9272888614 	 14.1863301549
2459237.2477653841 	 0.0000000000 	 15.5990853635 	 13.8486086410 	 17.3568450543 	 11.9861914040 	 19.2765231973 	 10.6742149316 	 20.5091035104
2459237.4529705895 	 0.0000000000 	 20.6087702456 	 18.7736928145 	 22.4803100655 	 16.8581370623 	 24.5421298900 	 15.6005419368 	 26.0162547699
2459237.6581757944 	 0.0000000000 	 23.3807488200 	 21.4357795359 	 25.4294469255 	 19.4042528120 	 27.8451626307 	 18.0324068616 	 29.4633900287
2459237.8633809998 	 0.0000000000 	 23.2584121083 	 21.2852822863 	 25.4404324740 	 19.2831443995 	 27.9741210850 	 17.9309263214 	 29.8686830594
2459238.0685862051 	 0.0000000000 	 20.0325911882 	 18.0836239616 	 22.0992255697 	 16.0995978883 	 24.4243429572 	 14.7604836924 	 26.1067360265
2459238.2737914100 	 0.0000000000 	 13.8871958651 	 11.8838570724 	 15.9456474682 	 9.6848131686 	 18.2177962459 	 8.2719691902 	 20.0197999561
2459238.4789966154 	 0.0000000000 	 5.7436972609 	 3.4955395749 	 8.0353783106 	 0.9342848792 	 10.5407909186 	 -0.9216169166 	 12.3991810080
2459238.6842018208 	 0.0000000000 	 -2.9957535288 	 -5.5593172761 	 -0.6591803966 	 -8.2607178893 	 1.8895112893 	 -10.2376169418 	 3.6485850040
2459238.8894070257 	 0.0000000000 	 -11.0890162291 	 -13.5217011676 	 -8.8695571984 	 -16.2699908329 	 -6.6775303793 	 -18.2128215933 	 -4.8584499437
2459239.0946122310 	 0.0000000000 	 -17.4199281059 	 -19.5649125036 	 -15.4419793547 	 -22.0565800070 	 -13.5436435941 	 -23.7476814353 	 -12.1273719615
2459239.2998174364 	 0.0000000000 	 -21.2994620620 	 -23.2169190784 	 -19.5879558747 	 -25.4708741089 	 -17.7472835720 	 -27.0477881630 	 -16.4773785540
2459239.5050226413 	 0.0000000000 	 -22.5659681784 	 -24.3829544105 	 -20.8198211900 	 -26.4913940335 	 -18.9699493671 	 -27.8859881576 	 -17.6941912024
2459239.7102278466 	 0.0000000000 	 -21.3138673304 	 -23.1659670039 	 -19.4268886042 	 -25.2332187719 	 -17.4818537576 	 -26.7215636134 	 -16.1657609798
2459239.9154330520 	 0.0000000000 	 -17.8300492658 	 -19.7650013137 	 -15.8545382156 	 -21.8603959724 	 -13.6756160886 	 -23.3578272888 	 -12.1676731509
2459240.1206382569 	 0.0000000000 	 -12.6051828488 	 -14.5491889588 	 -10.6028661543 	 -16.7051695074 	 -8.2071800822 	 -18.2911931230 	 -6.5898386676
2459240.3258434623 	 0.0000000000 	 -6.1335267339 	 -8.0401571244 	 -4.1509266796 	 -10.1478039526 	 -1.8516005310 	 -11.6293527898 	 -0.1137825116
2459240.5310486676 	 0.0000000000 	 1.0640854654 	 -0.8236330335 	 2.9215986037 	 -2.8393119547 	 5.0411727181 	 -4.4029087474 	 6.5300647574
2459240.7362538725 	 0.0000000000 	 8.2836688587 	 6.4828878358 	 10.0428656186 	 4.4795470504 	 11.9453309808 	 3.0116679739 	 13.4201945437
2459240.9414590779 	 0.0000000000 	 14.8980302123 	 13.1539950121 	 16.6496159257 	 11.2934517352 	 18.5349241920 	 9.9579185860 	 19.7568557049
2459241.1466642832 	 0.0000000000 	 20.1226154887 	 18.2946372961 	 21.9645346301 	 16.4188221525 	 23.9927119129 	 15.2117783804 	 25.4522760247
2459241.3518694881 	 0.0000000000 	 23.1924644367 	 21.2591202456 	 25.2214161671 	 19.2242119548 	 27.6032791142 	 17.8642499285 	 29.2513085222
2459241.5570746935 	 0.0000000000 	 23.4363301804 	 21.4662376150 	 25.6245816497 	 19.4506002599 	 28.1514134401 	 18.0551947002 	 30.0195906390
2459241.7622798989 	 0.0000000000 	 20.5770271214 	 18.6136243627 	 22.6632964353 	 16.6505078747 	 25.0237994812 	 15.3307787047 	 26.6617574802
2459241.9674851038 	 0.0000000000 	 14.7394677689 	 12.7654059690 	 16.7781909299 	 10.6337703606 	 19.0343448221 	 9.2065281375 	 20.8079944425
2459242.1726903091 	 0.0000000000 	 6.7667884636 	 4.5724028617 	 9.0228109857 	 2.0471038394 	 11.4449769906 	 0.2431649545 	 13.3516454509
