# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
P_p1               	 	 3.7177810625 	 	 0.0008020330 	 	 0.0008130141
t0_p1              	 	 2458874.2593944790 	 	 0.1359123141 	 	 0.1370064123
ecc_p1             	 	 0.0761874655 	 	 0.0575362199 	 	 0.0467449738
omega_p1           	 	 82.0618931938 	 	 102.2521605440 	 	 46.9001488233
K_p1               	 	 23.3884811840 	 	 1.4570962710 	 	 1.4080099041
mu_HPF             	 	 -2.1529955619 	 	 1.1067460959 	 	 1.0978206799
sigma_w_rv_HPF     	 	 1.1729679657 	 	 2.1990797680 	 	 0.9059598673
