7999.99711125 1.0
8001.61962044 1.0
8001.64712059 0.0
8001.67462075 1.0
8001.89462199 1.0
8001.92212215 0.0
8001.94962231 1.0
8003.79213273 1.0
8003.81963289 0.0
8003.84713305 1.0
8004.06713429 1.0
8004.09463445 0.0
8005.19464067 0.0
8005.22214083 1.0
8005.93714488 1.0
8005.96464503 0.0
8005.99214519 0.0
8006.01964534 1.0
8006.45964783 1.0
8006.48714799 0.0
8006.5421483 0.0
8006.56964846 1.0
8007.44965344 1.0
8007.47715359 0.0
8008.60465997 0.0
8008.63216013 1.0
8010.41967025 1.0
8010.4471704 0.0
8012.72968332 0.0
8012.75718348 1.0
8013.41718721 1.0
8013.44468737 0.0
8014.18719157 0.0
8014.21469173 1.0
8016.57970511 1.0
8016.60720527 0.0
8016.63470543 0.0
8016.66220558 1.0
8017.18470854 1.0
8017.21220869 0.0
8017.62471103 0.0
8017.65221119 1.0
8018.33971508 1.0
8018.36721523 0.0
8018.47721585 0.0
8018.50471601 1.0
8019.16471975 1.0
8019.1922199 0.0
8019.32972068 0.0
8019.35722084 1.0
8020.78722893 1.0
8020.81472909 0.0
8022.21723702 0.0
8022.24473718 1.0
8023.31724325 1.0
8023.34474341 0.0
8023.92224667 0.0
8023.94974683 1.0
8026.72726255 1.0
8026.75476271 0.0
8026.91976364 0.0
8026.9472638 1.0
8027.689768 1.0
8027.71726816 0.0
8027.85476893 0.0
8027.88226909 1.0
8028.56977298 1.0
8028.59727314 0.0
8028.78977423 0.0
8028.81727438 1.0
8029.28477703 1.0
8029.31227718 0.0
8029.44977796 0.0
8029.47727812 1.0
8031.29228839 1.0
8031.31978855 0.0
8031.37478886 0.0
8031.40228901 1.0
8032.03479259 1.0
8032.06229275 0.0
8033.13479882 0.0
8033.16229898 1.0
8033.7673024 1.0
8033.79480256 0.0
8034.06980411 0.0
8034.09730427 1.0
8034.42730614 1.0
8034.45480629 0.0
8035.4448119 0.0
8035.47231205 1.0
8036.98482061 1.0
8037.01232077 0.0
8037.12232139 0.0
8037.14982155 1.0
8037.86482559 1.0
8037.89232575 0.0
8038.19482746 0.0
8038.22232762 1.0
8039.12983275 1.0
8039.15733291 0.0
8039.8448368 0.0
8039.87233696 1.0
8040.3398396 1.0
8040.36733976 0.0
8041.41234567 0.0
8041.43984583 1.0
8042.18235003 1.0
8042.20985019 0.0
8043.03485486 0.0
8043.06235501 1.0
8043.44735719 1.0
8043.47485735 0.0
8043.85985953 0.0
8043.88735968 1.0
8046.96737712 1.0
8046.99487727 0.0
8047.24237867 0.0
8047.26987883 1.0
8048.91988817 1.0
8048.94738832 0.0
8050.87239922 0.0
8050.89989937 1.0
8051.44990249 1.0
8051.47740264 0.0
8052.35740762 0.0
8052.38490778 1.0
8052.68740949 1.0
8052.71490965 0.0
8054.33741883 0.0
8054.36491899 1.0
8055.62992615 1.0
8055.6574263 0.0
8056.28992988 0.0
8056.31743004 1.0
8057.3349358 1.0
8057.36243595 0.0
8058.07744 0.0
8058.10494016 1.0
8058.43494202 1.0
8058.46244218 0.0
8058.68244343 0.0
8058.70994358 1.0
8059.0674456 1.0
8059.09494576 0.0
8060.77245526 0.0
8060.79995541 1.0
8061.2399579 1.0
8061.26745806 0.0
8061.45995915 0.0
8061.4874593 1.0
8062.00996226 1.0
8062.03746242 0.0
8062.25746366 0.0
8062.28496382 1.0
8062.72496631 1.0
8062.75246646 0.0
8063.87997284 0.0
8063.907473 1.0
8065.8324839 1.0
8065.85998405 0.0
8067.17999152 0.0
8067.20749168 1.0
8067.70249448 1.0
8067.72999464 0.0
8067.83999526 0.0
8067.86749541 1.0
8068.27999775 1.0
8068.30749791 0.0
8069.71000584 0.0
8069.737506 1.0
8070.28750911 1.0
8070.31500927 0.0
8070.59001082 0.0
8070.61751098 1.0
8070.94751285 1.0
8070.975013 0.0
8071.33251503 0.0
8071.36001518 1.0
8071.71751721 1.0
8071.74501736 0.0
8071.80001767 0.0
8071.82751783 1.0
8072.84502359 1.0
8072.87252374 0.0
8072.9000239 0.0
8072.92752406 1.0
8073.56002764 1.0
8073.58752779 0.0
8074.46753277 0.0
8074.49503293 1.0
8074.77003448 1.0
8074.79753464 0.0
8076.69504538 0.0
8076.72254554 1.0
8077.19004818 1.0
8077.21754834 0.0
8077.43754958 0.0
8077.46504974 1.0
8078.07005316 1.0
8078.09755332 0.0
8078.26255425 0.0
8078.29005441 1.0
8078.7300569 1.0
8078.75755706 0.0
8079.06005877 0.0
8079.08755892 1.0
8079.39006064 1.0
8079.41756079 0.0
8080.43506655 0.0
8080.46256671 1.0
8081.06757013 1.0
8081.09507029 0.0
8081.1500706 0.0
8081.17757075 1.0
8082.08507589 1.0
8082.11257605 0.0
8082.30507713 0.0
8082.33257729 1.0
8082.77257978 1.0
8082.80007994 0.0
8083.02008118 0.0
8083.04758134 1.0
8084.01008679 1.0
8084.03758694 0.0
8084.14758756 0.0
8084.17508772 1.0
8084.5600899 1.0
8084.58759005 0.0
8084.91759192 0.0
8084.94509208 1.0
8085.41259472 1.0
8085.44009488 0.0
8086.59510142 0.0
8086.62260157 1.0
8088.24511076 1.0
8088.27261091 0.0
8088.52011231 0.0
8088.54761247 1.0
8088.82261403 1.0
8088.85011418 0.0
8089.09761558 0.0
8089.12511574 1.0
8089.84011978 1.0
8089.86761994 0.0
8089.95012041 0.0
8089.97762056 1.0
8090.25262212 1.0
8090.28012228 0.0
8090.58262399 0.0
8090.61012414 1.0
8091.10512695 1.0
8091.1326271 0.0
8091.35262835 0.0
8091.3801285 1.0
8091.65513006 1.0
8091.68263021 0.0
8091.79263084 0.0
8091.82013099 1.0
8092.04013224 1.0
8092.06763239 0.0
8092.31513379 0.0
8092.34263395 1.0
8093.60764111 1.0
8093.63514127 0.0
8093.82764236 0.0
